alpha,v_star,w_star,re_lambda_max,im_lambda,is_spiral
0.5668341708542713,-0.9938298465141137,-0.3672873081426421,0.05154076020105475,0.258167257281326,True
0.5698492462311557,-0.9917174491211973,-0.3646468114014967,0.05177223265594409,0.2580635389702659,True
0.5728643216080401,-0.9896066661079961,-0.36200833263499516,0.05199547799468453,0.2579632708057189,True
0.5758793969849246,-0.9874975370147068,-0.3593719212683835,0.052210482335925484,0.2578664844357474,True
0.578894472361809,-0.9853901013573394,-0.3567376266966743,0.05241723231767943,0.25777321043795737,True
0.5819095477386934,-0.9832843986211915,-0.35410549827648946,0.05261571510077146,0.25768347830533433,True
0.5849246231155779,-0.9811804682543065,-0.35147558531788314,0.05280591837215101,0.2575973164325249,True
0.5879396984924623,-0.9790783496609186,-0.34884793707614825,0.052987830348062565,0.25751475210257946,True
0.5909547738693467,-0.976978082194887,-0.34622260274360883,0.05316143977707391,0.2574358114741674,True
0.5939698492462311,-0.974879705153123,-0.3435996314414039,0.05332673594296079,0.25736051956928196,True
0.5969849246231156,-0.9727832577690124,-0.34097907221126555,0.053483708667443695,0.2572889002614439,True
0.6,-0.9706887792058366,-0.3383609740072958,0.05363234831277768,0.25722097626442003,True
