N,m,c,seed,lambda2,H_stable
200,2,8.071428571428571,2,3.6250758293968413,2.941612472510148
200,2,8.071428571428571,0,3.902204199791309,2.8960296623651827
200,2,8.071428571428571,1,3.3389214985637183,3.0077422646893655
200,2,8.071428571428571,5,2.780479059786389,3.023001577056066
200,2,7.142857142857143,5,2.282347202468686,3.1280532463973745
200,2,8.071428571428571,3,3.3552699025214316,2.976897226785619
200,2,9.0,3,3.555056033208036,2.772519109467572
200,2,8.071428571428571,4,3.3246311141059683,2.9845664405983463
200,2,7.142857142857143,4,2.408978020769869,3.0532281981836618
200,2,9.0,0,4.279519002170857,2.8827410826140856
200,2,9.0,2,3.697907328903788,2.966644404119586
200,2,9.0,1,3.462924809040435,2.87289934390684
200,5,0.0,1,3.050705393654643,3.3518452306683972
200,2,9.0,5,3.5483890776312608,2.968762222918052
200,5,0.0,4,2.912261287691232,3.2863968960198857
200,5,0.0,0,2.9618785534745053,3.505662030432251
200,2,9.0,4,3.4478922809395405,2.9309865438539044
200,5,0.0,3,2.9764300173950096,3.4941919535581976
200,5,0.0,2,2.9663613470181214,3.635367315356925
200,5,0.0,5,3.0323851622017535,3.3174182740418354
200,5,0.25,0,3.0631439473162336,3.5862730379736223
200,5,0.25,2,3.0498027409191635,3.3760923301871855
200,5,0.25,4,3.0531885958388183,3.325506037238894
200,5,0.25,1,3.1297686703489243,3.266762208876925
200,5,0.25,5,3.1155755804703222,3.386102628315357
200,5,0.5,0,3.162497173183441,3.3701236216130144
200,5,0.25,3,3.1475066399178884,3.36039628725109
200,5,0.5,1,3.3862722683429385,3.2429341687386675
200,5,0.5,4,3.134477053660457,3.2789956146125254
200,5,0.5,3,3.191949789892,3.280706376703334
200,5,0.5,2,3.212016019699985,3.3007133841420475
200,5,0.5,5,3.2285335378201356,3.2755194762131725
200,5,0.75,1,3.5083034006201443,3.2680893915553044
200,5,0.75,2,3.3226447620477955,3.283498511953659
200,5,0.75,0,3.205365633100663,3.2651674511740523
200,5,0.75,3,3.398228348729927,3.315062024022699
200,5,0.75,4,3.261671760598686,3.2115705368447007
200,5,1.0,2,3.3665505974418126,3.307029525508801
200,5,1.0,3,3.4864437268932833,3.1009604900579855
200,5,0.75,5,3.3024038272118825,3.3479152354390775
200,5,1.0,0,3.2593306915550695,3.3059390063704854
200,5,1.0,1,3.5464913735191272,3.133746923374528
200,5,1.0,4,3.324204360020408,3.234779490842177
200,5,1.0,5,3.4215859844859136,3.2036802836741236
200,5,1.25,0,3.32214885069823,3.1868703706155763
200,5,1.25,1,3.5801572530521453,3.1580984456353587
200,5,1.25,2,3.4853368773027174,3.1745691920307277
200,5,1.25,3,3.508746105444315,3.062325008167551
200,5,1.5,0,3.4463214889804026,3.1829548082054284
200,5,1.25,5,3.572164646990828,3.1720719479219026
200,5,1.5,1,3.7118662791674706,3.075047529334759
200,5,1.25,4,3.406092800283158,3.1229150087197204
200,5,1.5,3,3.626123268284315,3.0600364992194584
200,5,1.75,2,3.750569792475989,3.104042207420797
200,5,1.5,2,3.628386590388197,3.1055776527809766
200,5,1.5,5,3.6710018421390362,3.191745624475036
200,5,1.75,3,3.6531462921235724,2.923500320920982
200,5,1.75,0,3.6434194409247675,3.126875845887993
200,5,1.75,1,3.8518623526804108,3.035787129096081
200,5,1.5,4,3.496059446633841,3.165545205277384
200,5,1.75,4,3.738220228834036,3.1361319162156223
200,5,1.75,5,3.7776453570290887,3.1658932974940885
200,5,2.0,1,3.9157097489254484,3.0201338697804103
200,5,2.0,2,3.887774065987634,2.9893896713119634
200,5,2.0,0,3.7491167196574637,3.1224939610332996
200,5,2.0,3,4.059468826202356,2.989134177713213
200,5,2.0,4,3.791998426439474,3.178376964511253
200,5,2.0,5,3.8277796425322497,3.031759102565012
200,5,2.5,0,3.9279676558947956,3.081801902468606
200,5,2.5,4,4.060971298708784,3.081299430854492
200,5,2.5,3,4.216084081492241,2.9192920755743104
200,5,3.428571428571429,0,4.293013771925694,2.9839550038547804
200,5,2.5,1,4.216780417378391,2.9279884755111283
200,5,2.5,2,3.972681714828323,3.0234422168977106
200,5,2.5,5,3.8923610682292265,3.061746798514423
200,5,3.428571428571429,2,4.1710483588382825,3.0196828738821115
200,5,3.428571428571429,3,4.611242138381556,2.8786904582295674
200,5,3.428571428571429,1,4.302626245544278,2.9159557194340455
200,5,3.428571428571429,5,4.128154007780426,2.9378352621322628
200,5,3.428571428571429,4,4.350760068826654,2.895417215913557
200,5,4.357142857142858,1,5.080096099823477,2.844323404647871
200,5,4.357142857142858,0,4.416419693354105,2.9976953533847763
200,5,4.357142857142858,2,4.896455161714461,2.8624520898023267
200,5,4.357142857142858,3,4.721924070218334,2.7655301077104792
200,5,5.285714285714286,0,4.570347607724606,2.8446758515995367
200,5,4.357142857142858,5,4.885393297020133,2.946118610277625
200,5,5.285714285714286,1,5.284902795610538,2.778050817417496
200,5,4.357142857142858,4,4.442182600524223,2.815956861597542
200,5,5.285714285714286,5,5.478545870510628,2.838998643795794
200,5,5.285714285714286,3,5.1839221806421625,2.780870234420733
200,5,6.214285714285714,0,4.666687390305174,2.755515822522553
200,5,5.285714285714286,4,4.456233755803558,2.8529020642631466
200,5,5.285714285714286,2,5.046103515254039,2.828035514023551
200,5,6.214285714285714,1,5.671633842938575,2.743587790845729
200,5,6.214285714285714,2,5.682214531831462,2.821905260601699
200,5,6.214285714285714,3,5.789521326696296,2.792697038578135
200,5,6.214285714285714,4,5.3498894786414795,2.7762626469082647
200,5,6.214285714285714,5,5.63800415854561,2.7914054268380655
200,5,7.142857142857143,0,4.691191505771134,2.666845071544903
200,5,7.142857142857143,1,6.562755122946419,2.858862913469136
200,5,7.142857142857143,3,6.041289708793439,2.6256091081709148
200,5,7.142857142857143,4,5.441394568345994,2.664448665266048
200,5,7.142857142857143,5,6.18356429129335,2.722085612264652
200,5,7.142857142857143,2,6.106076449024353,2.736563800397754
200,5,8.071428571428571,2,6.2523578797106465,2.6445194500508804
200,5,8.071428571428571,3,6.958253045775574,2.572204060245318
200,5,8.071428571428571,1,6.67757572197224,2.7131420372401993
200,5,8.071428571428571,0,4.700346468921352,2.729923811247748
200,5,8.071428571428571,5,6.712477925890144,2.621435811480743
200,5,9.0,0,5.642711450006027,2.585672244590805
200,5,8.071428571428571,4,5.470298741200321,2.639546574059183
200,5,9.0,1,7.094130786366164,2.6147232123879087
200,5,9.0,2,7.236710781534541,2.5809854057638977
200,5,9.0,5,7.387357684757938,2.525186451706357
200,5,9.0,3,7.208439789788401,2.443033117352179
200,5,9.0,4,7.099300240687127,2.499390597189131
200,7,0.0,3,4.747405402281518,2.9281876655086867
200,7,0.0,1,4.789769030360878,2.985492421095857
200,7,0.0,2,4.819855198313205,3.0143962022086708
200,7,0.0,0,4.840414330643093,2.963489782937811
200,7,0.0,4,4.7109463004687395,2.894216104868284
200,7,0.0,5,4.675830781072302,2.8847291743783066
200,7,0.25,1,4.857009474587968,3.0064009332626696
200,7,0.25,2,4.922544003904655,2.88165653630123
200,7,0.25,0,4.984586584080258,3.037779577680943
200,7,0.25,3,4.798323776073038,2.8504559319931815
200,7,0.25,4,4.773152970590426,2.829602990934433
200,7,0.5,0,5.074819972710195,2.9008938050200355
200,7,0.25,5,4.763629638491491,2.8997030988632515
200,7,0.5,2,4.965360744383426,2.9487765123284193
200,7,0.5,1,4.999114176476398,2.8617458106319242
200,7,0.5,3,4.953383245796252,2.84908266386859
200,7,0.75,0,5.15853100815241,2.9177659315739652
200,7,0.5,4,4.912482111511724,2.8279369624781308
200,7,0.75,1,5.140376060940108,2.8253437717010175
200,7,0.75,3,5.2263567833780895,2.8893866502665926
200,7,0.5,5,4.872665248409318,2.8042629106747516
200,7,0.75,2,5.064591569296061,2.986390415652244
200,7,0.75,4,5.070491449913388,2.7170529127684335
200,7,0.75,5,5.088829254301324,2.854114401335794
200,7,1.0,1,5.208558769071154,2.8908975335349214
200,7,1.0,3,5.280398239144833,2.821972252997998
200,7,1.0,0,5.2128878936410175,2.9106197856724583
200,7,1.0,2,5.134494130153223,2.888708420624002
200,7,1.25,0,5.266193827614068,2.8743492107395743
200,7,1.0,4,5.14821871320356,2.8160310970791427
200,7,1.25,1,5.273682575005039,2.8366722697827904
200,7,1.25,2,5.179347487457513,2.971638695386962
200,7,1.5,0,5.3603832508084786,2.850595701919381
200,7,1.25,3,5.36360617072761,2.815088152501088
200,7,1.0,5,5.228274198033389,2.885340293598099
200,7,1.25,5,5.336192246305377,2.858955984567912
200,7,1.5,4,5.315588284456178,2.759707149284034
200,7,1.5,2,5.316871102880082,2.8463015035764814
200,7,1.25,4,5.237417691955207,2.7481271981615865
200,7,1.5,3,5.479937906391819,2.787175397110982
200,7,1.75,0,5.4369068008406645,2.881541079085685
200,7,1.75,1,5.722874920409074,2.8309108402688947
200,7,1.75,3,5.5489653996372645,2.7175569403425484
200,7,1.5,1,5.431795696137633,2.8310483935329316
200,7,1.5,5,5.3769654466722505,2.7917859176711506
200,7,1.75,2,5.381511072251158,2.826744971143544
200,7,1.75,4,5.4055769011951025,2.746764319962499
200,7,1.75,5,5.629719071986606,2.8684997223346334
200,7,2.0,0,5.466350506888829,2.754299530897682
200,7,2.0,3,5.608157399089097,2.732411813587544
200,7,2.0,1,5.839581816762139,2.807673115921563
200,7,2.0,4,5.554570779462099,2.7482772894299607
200,7,2.0,5,5.726047361016373,2.807091152185485
200,7,2.5,0,5.535596233634773,2.813530903774433
200,7,2.0,2,5.413237792513174,2.746479714134694
200,7,2.5,3,5.825225432054528,2.7188857922482437
200,7,2.5,2,5.726257415876023,2.841509686652962
200,7,2.5,1,6.0717456559234675,2.7501624634479556
200,7,2.5,5,5.853245718236124,2.688475044502363
200,7,3.428571428571429,0,5.94299086219159,2.7604366942712035
200,7,2.5,4,5.88637755943166,2.686194789532426
200,7,3.428571428571429,1,6.22134541320912,2.6959078191784305
200,7,3.428571428571429,2,6.183405748832312,2.78536928867733
200,7,3.428571428571429,3,5.9870325917065745,2.5700395595998202
200,7,3.428571428571429,4,6.174592289589467,2.712817135517107
200,7,3.428571428571429,5,6.274784351864843,2.8098447557758632
200,7,4.357142857142858,2,6.489528402524911,2.7374082418537427
200,7,4.357142857142858,0,6.1821486470466365,2.645119427588413
200,7,4.357142857142858,1,6.335687233738505,2.8011165619777243
200,7,4.357142857142858,3,6.126337892204113,2.510966684730547
200,7,4.357142857142858,4,6.396971159517371,2.6384427277236804
200,7,5.285714285714286,0,7.0776225865597455,2.616837147280352
200,7,4.357142857142858,5,6.332750295840993,2.6258116999244474
200,7,5.285714285714286,1,6.752789879606217,2.6408227747623534
200,7,5.285714285714286,4,6.450596090932543,2.53187546599277
200,7,5.285714285714286,3,6.989395311300346,2.49586984458863
200,7,6.214285714285714,0,7.204334774431755,2.6175502361640763
200,7,5.285714285714286,2,7.242600777927748,2.555268756321073
200,7,5.285714285714286,5,6.621368599461186,2.560171864565822
200,7,6.214285714285714,3,7.859973387527629,2.453927023401418
200,7,6.214285714285714,2,7.709180257386699,2.621968690857497
200,7,6.214285714285714,4,7.3331293931328725,2.5144511700455574
200,7,6.214285714285714,1,7.052506434801317,2.5337104404566304
200,7,7.142857142857143,0,7.921959575151533,2.5137661423499646
200,7,7.142857142857143,1,7.549056247629723,2.5132508737576464
200,7,7.142857142857143,2,7.918523747627831,2.605164011538431
200,7,7.142857142857143,3,8.368079867288122,2.349646720470286
200,7,6.214285714285714,5,7.5838187207557795,2.5296315584914524
200,7,7.142857142857143,4,8.214383579369306,2.5307876407289096
200,7,7.142857142857143,5,7.873212940718795,2.502277138922643
200,7,8.071428571428571,0,8.083116748682873,2.531381986123341
200,7,8.071428571428571,2,8.160039773821357,2.5183921456859637
200,7,8.071428571428571,3,8.904490053742371,2.4454069188200793
200,7,8.071428571428571,1,7.932147152356004,2.554510639415053
200,7,8.071428571428571,5,7.970305800790854,2.4423761982809182
200,7,8.071428571428571,4,8.866309433123623,2.3812361325282123
200,7,9.0,1,8.140499328612677,2.4724982507367574
200,7,9.0,0,8.123781043856722,2.4113585057537383
200,7,9.0,3,9.229672115194504,2.421424474368988
200,7,9.0,2,8.926663083307943,2.429922400630435
200,7,9.0,4,8.979193148794781,2.445547082018328
200,7,9.0,5,9.515640251090183,2.451661285715931
