n_pivots,m,D,seed,f_v,ac50,lz,winner,dist_drive,dist_intrinsic
8,3,0.5,999,0.03133333333333333,0.02747300948388449,1.9101493570766486,F_DRIVE,0.01866666666666667,0.02133333333333333
8,3,0.5,314,0.018666666666666668,0.35954256641167776,1.821009053746405,INTRINSIC,0.03133333333333334,0.008666666666666668
8,6,0.0,42,0.018,0.6627481355954052,1.528119485661319,INTRINSIC,0.032,0.007999999999999998
8,6,0.0,123,0.016666666666666666,0.6407455323360091,1.375307537095187,INTRINSIC,0.03333333333333334,0.006666666666666666
8,6,0.0,777,0.01,0.600423502195293,1.5408538147084965,INTRINSIC,0.04,0.0
8,6,0.0,999,0.02666666666666667,0.4832532205184472,1.5535881437556742,INTRINSIC,0.023333333333333334,0.01666666666666667
8,6,0.0,314,0.018,0.5172954949031446,1.591791130897207,INTRINSIC,0.032,0.007999999999999998
8,6,0.15,42,0.016,0.29947739768693477,1.7955403956520497,INTRINSIC,0.034,0.006
8,6,0.15,123,0.013333333333333334,0.8078171093207591,1.3498388790008315,INTRINSIC,0.03666666666666667,0.003333333333333334
8,6,0.15,777,0.006,0.7146335001964689,1.1078866271044563,INTRINSIC,0.044000000000000004,0.004
8,6,0.15,999,0.005333333333333333,0.8182584369324898,1.3116358918592987,INTRINSIC,0.04466666666666667,0.004666666666666667
8,6,0.15,314,0.01,0.8019907837859405,1.1715582723403446,INTRINSIC,0.04,0.0
