topology,ba_m,seed,target,target_deg,i_event,t_event,sync_pre,sync_event,sync_post,sync_surge,h_pre,h_post,delta_H,lz_pre,lz_post,delta_LZ
BA_m3_fonctionnel,3,4,peripheral,3,0.3,50,0.9328500330407555,0.987046227353343,0.9744992648762008,0.05419619431258749,4.460628043474037,3.4256614224803363,-1.0349666209937003,1.1819420161609242,1.1932365716835414,0.011294555522617156
BA_m3_fonctionnel,3,4,peripheral,3,0.3,150,0.975177431772777,0.8959349576490786,0.9696221794623142,-0.07924247412369845,4.459252310099996,3.3249128417471314,-1.1343394683528643,1.177955702447059,1.1786200880660367,0.0006643856189776365
BA_m3_fonctionnel,3,4,peripheral,3,0.3,300,0.9698801571238856,0.8723834913146418,0.9747097346833926,-0.09749666580924388,4.4194150048860354,3.2126590277690945,-1.206755977116941,1.1115171405493123,1.1533734345448932,0.041856293995580884
BA_m3_fonctionnel,3,4,peripheral,3,0.8,50,0.9702536277601049,0.9505776041409119,0.9715267851724748,-0.019676023619193073,4.3798785043315585,3.3878658990668047,-0.9920126052647538,1.1553665914018254,1.1812776305419466,0.02591103914012116
BA_m3_fonctionnel,3,4,peripheral,3,0.8,150,0.9739517131732731,0.9001548424687348,0.9734307944541747,-0.07379687070453833,4.575789171747276,3.4096593454019675,-1.1661298263453088,1.1513802776879607,1.1899146435886538,0.038534365900693146
BA_m3_fonctionnel,3,4,peripheral,3,0.8,300,0.9773527474860747,0.7782043269047803,0.9708377186367282,-0.19914842058129445,4.22032316844021,3.3278187245287865,-0.8925044439114234,1.120818539214997,1.1939009573025183,0.07308241808752136
BA_m3_fonctionnel,3,4,peripheral,3,1.5,50,0.9675170072230328,0.9739313422528508,0.9709294973422723,0.00641433502981803,4.418694759604629,3.187344742380113,-1.2313500172245164,1.132113094737614,1.1852639442558115,0.053150849518197596
BA_m3_fonctionnel,3,4,peripheral,3,1.5,150,0.9643674549317162,0.9146885546181677,0.9767829681051629,-0.04967890031354849,4.570291399118917,3.1692865154495533,-1.4010048836693634,1.1693186894003527,1.1573597482587576,-0.011958941141595014
BA_m3_fonctionnel,3,4,peripheral,3,1.5,300,0.96433494678916,0.9098854226684951,0.9689080029384827,-0.05444952412066484,4.434442340476437,3.222847480929079,-1.211594859547358,1.1493871208310278,1.166661146924442,0.017274026093414108
BA_m3_fonctionnel,3,4,peripheral,3,3.0,50,0.9656784725691255,0.9225437436681527,0.9743731048939768,-0.04313472890097281,4.460136578262739,3.3215497155985583,-1.138586862664181,1.1640036044485327,1.2071886696820682,0.04318506523353549
BA_m3_fonctionnel,3,4,peripheral,3,3.0,150,0.9540390448644718,0.945857157546977,0.9656330343433295,-0.008181887317494807,4.483507093699182,3.3835528930898677,-1.0999542006093144,1.1600172907346677,1.2510381205345806,0.09102082979991288
BA_m3_fonctionnel,3,4,peripheral,3,3.0,300,0.9628870427552843,0.9132602596392564,0.9613225059817521,-0.04962678311602786,4.363103011752096,3.1741955064858285,-1.1889075052662674,1.122811696071929,1.216490068347752,0.09367837227582299
BA_m3_fonctionnel,3,4,hub,30,0.3,50,0.9629357748876102,0.9818482816866624,0.9633405178595041,0.01891250679905221,4.3417329016405635,3.255781960579739,-1.0859509410608243,1.1414144934032986,1.22512708139446,0.08371258799116132
BA_m3_fonctionnel,3,4,hub,30,0.3,150,0.9670750627176639,0.9063375158987232,0.9714429984903802,-0.06073754681894061,4.4675032468026785,3.21569311408765,-1.2518101327150286,1.0829485589332812,1.1932365716835411,0.1102880127502599
BA_m3_fonctionnel,3,4,hub,30,0.3,300,0.9765946968692973,0.8712532601959051,0.9574151134568897,-0.10534143667339224,4.206601147957863,3.323608416082607,-0.8829927318752557,1.1188253823580643,1.2344284800601444,0.1156030977020801
BA_m3_fonctionnel,3,4,hub,30,0.8,50,0.9710009139080719,0.9829466326924534,0.9728280489501594,0.011945718784381554,4.472027815962195,3.2979705678484565,-1.1740572481137388,1.1826064017799023,1.16466799006751,-0.017938411712392188
BA_m3_fonctionnel,3,4,hub,30,0.8,150,0.9681098619642672,0.9221951028566191,0.9614717705281128,-0.045914759107648084,4.528357064089311,3.2720291961595134,-1.256327867929798,1.086270487028168,1.2085174409200232,0.12224695389185514
BA_m3_fonctionnel,3,4,hub,30,0.8,300,0.9550598430418958,0.7902324598531845,0.9774312962961689,-0.16482738318871137,4.617078306917045,3.1139539105060314,-1.5031243964110135,1.1095239836923798,1.1679899181623967,0.05846593447001691
