mode,n_gap,chain_seed,round,signed_final
same,250,39,2,-0.014783
same,250,0,3,0.006211
same,250,1,3,0.024277
same,250,2,3,0.053072
same,250,3,3,0.008169
same,250,4,3,0.029804
same,250,5,3,0.002913
same,250,6,3,0.065377
same,250,7,3,0.010747
same,250,8,3,0.061292
same,250,9,3,0.005260
same,250,10,3,0.047509
same,250,11,3,0.050073
same,250,12,3,0.028117
same,250,13,3,-0.013895
same,250,14,3,-0.004531
same,250,15,3,0.048699
same,250,16,3,-0.010113
same,250,17,3,0.050523
same,250,18,3,0.100884
same,250,19,3,0.001463
same,250,20,3,0.005451
same,250,21,3,0.034989
same,250,22,3,0.032686
same,250,23,3,0.021540
same,250,24,3,0.042883
same,250,25,3,0.045348
same,250,26,3,0.011027
same,250,27,3,0.003285
same,250,28,3,0.030425
same,250,29,3,0.041264
same,250,30,3,0.005617
same,250,31,3,-0.000613
same,250,32,3,0.050246
same,250,33,3,0.005914
same,250,34,3,0.018502
same,250,35,3,0.015080
same,250,36,3,0.093224
same,250,37,3,0.057915
same,250,38,3,0.002955
same,250,39,3,-0.001238
same,250,0,4,0.673244
same,250,1,4,0.017731
same,250,2,4,0.044724
same,250,3,4,0.751483
same,250,4,4,0.450075
same,250,5,4,0.698843
same,250,6,4,0.607832
same,250,7,4,0.029117
same,250,8,4,0.677977
same,250,9,4,0.738528
same,250,10,4,0.699539
same,250,11,4,0.537799
same,250,12,4,-0.007219
same,250,13,4,0.000405
same,250,14,4,-0.035805
same,250,15,4,0.676318
same,250,16,4,0.013878
same,250,17,4,0.554770
same,250,18,4,0.556191
same,250,19,4,0.614079
same,250,20,4,0.618154
same,250,21,4,0.030593
same,250,22,4,0.652914
same,250,23,4,-0.015736
same,250,24,4,0.612650
same,250,25,4,0.062165
same,250,26,4,0.564484
same,250,27,4,0.036911
same,250,28,4,0.647884
same,250,29,4,0.498074
same,250,30,4,0.010569
same,250,31,4,0.615447
same,250,32,4,0.034675
same,250,33,4,-0.008103
same,250,34,4,0.651641
same,250,35,4,0.003537
same,250,36,4,0.678257
same,250,37,4,0.044631
same,250,38,4,-0.018140
same,250,39,4,-0.004220
flip,fresh,0,1,0.001747
flip,fresh,1,1,0.012148
flip,fresh,2,1,0.006762
flip,fresh,3,1,-0.005660
flip,fresh,4,1,0.025559
flip,fresh,5,1,0.014660
flip,fresh,6,1,0.027444
flip,fresh,7,1,-0.022901
flip,fresh,8,1,0.038099
flip,fresh,9,1,-0.002735
flip,fresh,10,1,0.027738
flip,fresh,11,1,0.021816
flip,fresh,12,1,0.021675
flip,fresh,13,1,0.008857
flip,fresh,14,1,0.007654
flip,fresh,15,1,0.019542
flip,fresh,16,1,0.004158
flip,fresh,17,1,0.020327
flip,fresh,18,1,0.039389
flip,fresh,19,1,-0.010203
flip,fresh,20,1,-0.000065
flip,fresh,21,1,-0.003940
flip,fresh,22,1,0.002546
flip,fresh,23,1,0.019347
flip,fresh,24,1,0.047303
flip,fresh,25,1,0.046595
flip,fresh,26,1,0.022905
flip,fresh,27,1,0.046864
flip,fresh,28,1,0.019615
flip,fresh,29,1,0.020910
flip,fresh,30,1,0.008573
flip,fresh,31,1,-0.003172
flip,fresh,32,1,0.026446
flip,fresh,33,1,0.016629
flip,fresh,34,1,0.004082
flip,fresh,35,1,0.035108
flip,fresh,36,1,0.036827
flip,fresh,37,1,0.046586
flip,fresh,38,1,0.021547
flip,fresh,39,1,-0.010341
flip,fresh,0,2,0.021461
flip,fresh,1,2,-0.021429
flip,fresh,2,2,0.030841
flip,fresh,3,2,0.033011
flip,fresh,4,2,0.014247
flip,fresh,5,2,0.008727
flip,fresh,6,2,0.032712
flip,fresh,7,2,0.007719
flip,fresh,8,2,0.016494
flip,fresh,9,2,0.021175
flip,fresh,10,2,0.021366
flip,fresh,11,2,-0.011833
flip,fresh,12,2,0.011227
flip,fresh,13,2,0.023653
flip,fresh,14,2,-0.023220
flip,fresh,15,2,0.034611
flip,fresh,16,2,0.003873
flip,fresh,17,2,0.019171
flip,fresh,18,2,0.011772
flip,fresh,19,2,0.001875
flip,fresh,20,2,0.028018
flip,fresh,21,2,-0.018439
flip,fresh,22,2,-0.016036
flip,fresh,23,2,-0.006961
flip,fresh,24,2,-0.005210
flip,fresh,25,2,0.013901
flip,fresh,26,2,0.001352
flip,fresh,27,2,0.017734
flip,fresh,28,2,-0.002192
flip,fresh,29,2,0.008450
flip,fresh,30,2,0.013076
flip,fresh,31,2,0.026977
flip,fresh,32,2,-0.005898
flip,fresh,33,2,0.030382
flip,fresh,34,2,0.011855
flip,fresh,35,2,0.008083
flip,fresh,36,2,0.034419
flip,fresh,37,2,0.037302
flip,fresh,38,2,0.038454
flip,fresh,39,2,0.017986
flip,fresh,0,3,-0.021391
flip,fresh,1,3,0.059140
flip,fresh,2,3,0.045247
flip,fresh,3,3,-0.004288
flip,fresh,4,3,0.009995
flip,fresh,5,3,-0.011472
flip,fresh,6,3,0.034925
flip,fresh,7,3,0.031898
flip,fresh,8,3,0.022475
flip,fresh,9,3,0.040463
flip,fresh,10,3,0.058969
flip,fresh,11,3,0.047958
flip,fresh,12,3,-0.034481
flip,fresh,13,3,-0.010487
flip,fresh,14,3,0.022106
flip,fresh,15,3,0.001843
flip,fresh,16,3,-0.010658
flip,fresh,17,3,0.025657
flip,fresh,18,3,0.046959
flip,fresh,19,3,0.011546
flip,fresh,20,3,0.008878
flip,fresh,21,3,0.031585
flip,fresh,22,3,-0.002098
flip,fresh,23,3,-0.030309
flip,fresh,24,3,0.013835
flip,fresh,25,3,0.010305
flip,fresh,26,3,0.009417
flip,fresh,27,3,0.012475
flip,fresh,28,3,0.042183
flip,fresh,29,3,0.014201
flip,fresh,30,3,-0.005271
flip,fresh,31,3,0.011579
flip,fresh,32,3,0.036789
flip,fresh,33,3,0.027661
flip,fresh,34,3,0.013736
flip,fresh,35,3,0.032142
flip,fresh,36,3,0.010202
flip,fresh,37,3,-0.014113
flip,fresh,38,3,-0.002934
flip,fresh,39,3,0.014921
flip,fresh,0,4,0.015894
flip,fresh,1,4,0.023620
flip,fresh,2,4,-0.016200
flip,fresh,3,4,0.024831
flip,fresh,4,4,0.041776
flip,fresh,5,4,0.034297
flip,fresh,6,4,-0.001011
flip,fresh,7,4,0.018105
flip,fresh,8,4,-0.002972
flip,fresh,9,4,0.030376
flip,fresh,10,4,0.008599
flip,fresh,11,4,-0.010908
flip,fresh,12,4,0.000084
flip,fresh,13,4,-0.006150
flip,fresh,14,4,0.025788
flip,fresh,15,4,0.034550
flip,fresh,16,4,-0.007878
flip,fresh,17,4,0.003323
flip,fresh,18,4,0.035981
flip,fresh,19,4,-0.035542
flip,fresh,20,4,0.019384
flip,fresh,21,4,-0.006355
flip,fresh,22,4,0.044201
flip,fresh,23,4,0.005106
flip,fresh,24,4,0.017750
flip,fresh,25,4,0.016273
flip,fresh,26,4,0.026219
flip,fresh,27,4,0.032008
flip,fresh,28,4,0.020549
flip,fresh,29,4,0.005368
flip,fresh,30,4,0.010453
flip,fresh,31,4,0.006104
flip,fresh,32,4,0.022381
flip,fresh,33,4,-0.001308
flip,fresh,34,4,0.030021
flip,fresh,35,4,0.020658
flip,fresh,36,4,0.006039
flip,fresh,37,4,0.015741
flip,fresh,38,4,0.007807
flip,fresh,39,4,0.009394
flip,0,0,1,0.001747
flip,0,1,1,0.012148
flip,0,2,1,0.006762
flip,0,3,1,-0.005660
flip,0,4,1,0.025559
flip,0,5,1,0.014660
flip,0,6,1,0.027444
flip,0,7,1,-0.022901
flip,0,8,1,0.038099
flip,0,9,1,-0.002735
flip,0,10,1,0.027738
flip,0,11,1,0.021816
flip,0,12,1,0.021675
flip,0,13,1,0.008857
flip,0,14,1,0.007654
flip,0,15,1,0.019542
flip,0,16,1,0.004158
flip,0,17,1,0.020327
flip,0,18,1,0.039389
flip,0,19,1,-0.010203
flip,0,20,1,-0.000065
flip,0,21,1,-0.003940
flip,0,22,1,0.002546
flip,0,23,1,0.019347
flip,0,24,1,0.047303
flip,0,25,1,0.046595
flip,0,26,1,0.022905
flip,0,27,1,0.046864
flip,0,28,1,0.019615
flip,0,29,1,0.020910
flip,0,30,1,0.008573
flip,0,31,1,-0.003172
flip,0,32,1,0.026446
flip,0,33,1,0.016629
flip,0,34,1,0.004082
flip,0,35,1,0.035108
flip,0,36,1,0.036827
flip,0,37,1,0.046586
flip,0,38,1,0.021547
flip,0,39,1,-0.010341
flip,0,0,2,0.006245
flip,0,1,2,-0.017588
flip,0,2,2,-0.022109
flip,0,3,2,0.013488
flip,0,4,2,-0.061135
flip,0,5,2,-0.028981
flip,0,6,2,-0.054689
flip,0,7,2,0.049493
flip,0,8,2,-0.081801
flip,0,9,2,0.015107
flip,0,10,2,-0.052044
flip,0,11,2,-0.044108
flip,0,12,2,-0.042263
flip,0,13,2,-0.016167
flip,0,14,2,-0.009785
flip,0,15,2,-0.046026
flip,0,16,2,-0.012931
flip,0,17,2,-0.045925
flip,0,18,2,-0.096421
flip,0,19,2,0.020477
flip,0,20,2,0.008267
flip,0,21,2,-0.005137
flip,0,22,2,-0.011479
flip,0,23,2,-0.035793
flip,0,24,2,-0.090786
flip,0,25,2,-0.089021
flip,0,26,2,-0.044153
flip,0,27,2,-0.090449
flip,0,28,2,-0.040847
flip,0,29,2,-0.033610
flip,0,30,2,-0.012522
flip,0,31,2,0.015838
flip,0,32,2,-0.054620
flip,0,33,2,-0.029882
flip,0,34,2,-0.008458
flip,0,35,2,-0.077620
flip,0,36,2,-0.079522
flip,0,37,2,-0.096031
flip,0,38,2,-0.038027
flip,0,39,2,0.029046
flip,0,0,3,-0.016456
flip,0,1,3,0.024590
flip,0,2,3,0.042152
flip,0,3,3,-0.022422
flip,0,4,3,0.090188
flip,0,5,3,0.040695
flip,0,6,3,0.083539
flip,0,7,3,-0.073026
flip,0,8,3,0.111588
flip,0,9,3,-0.027306
flip,0,10,3,0.067934
flip,0,11,3,0.062034
flip,0,12,3,0.061989
flip,0,13,3,0.022835
flip,0,14,3,0.012408
flip,0,15,3,0.071825
flip,0,16,3,0.026618
flip,0,17,3,0.073520
flip,0,18,3,0.147121
flip,0,19,3,-0.010044
flip,0,20,3,-0.019688
flip,0,21,3,0.025104
flip,0,22,3,0.028533
flip,0,23,3,0.054606
flip,0,24,3,0.119260
flip,0,25,3,0.118915
flip,0,26,3,0.054289
flip,0,27,3,0.124512
flip,0,28,3,0.054150
flip,0,29,3,0.045970
flip,0,30,3,0.015882
flip,0,31,3,-0.031635
flip,0,32,3,0.082829
flip,0,33,3,0.055849
flip,0,34,3,0.013051
flip,0,35,3,0.117818
flip,0,36,3,0.112371
flip,0,37,3,0.134550
flip,0,38,3,0.049240
flip,0,39,3,-0.032966
flip,0,0,4,0.027164
flip,0,1,4,-0.024977
flip,0,2,4,-0.050549
flip,0,3,4,0.039821
flip,0,4,4,-0.108930
flip,0,5,4,-0.047490
flip,0,6,4,-0.108279
flip,0,7,4,0.091950
flip,0,8,4,-0.125799
flip,0,9,4,0.044006
flip,0,10,4,-0.069462
flip,0,11,4,-0.077634
flip,0,12,4,-0.071944
flip,0,13,4,-0.025724
flip,0,14,4,-0.005218
flip,0,15,4,-0.088638
flip,0,16,4,-0.035782
flip,0,17,4,-0.088127
flip,0,18,4,-0.184152
flip,0,19,4,-0.005864
flip,0,20,4,0.037956
flip,0,21,4,-0.034853
flip,0,22,4,-0.034690
flip,0,23,4,-0.066716
flip,0,24,4,-0.130404
flip,0,25,4,-0.127915
flip,0,26,4,-0.051912
flip,0,27,4,-0.146345
flip,0,28,4,-0.054306
flip,0,29,4,-0.051673
flip,0,30,4,-0.005744
flip,0,31,4,0.060668
flip,0,32,4,-0.102117
flip,0,33,4,-0.075659
flip,0,34,4,-0.002622
flip,0,35,4,-0.141845
flip,0,36,4,-0.131789
flip,0,37,4,-0.150801
flip,0,38,4,-0.049741
flip,0,39,4,0.037913
flip,10,0,1,0.001747
flip,10,1,1,0.012148
flip,10,2,1,0.006762
flip,10,3,1,-0.005660
flip,10,4,1,0.025559
flip,10,5,1,0.014660
flip,10,6,1,0.027444
flip,10,7,1,-0.022901
flip,10,8,1,0.038099
flip,10,9,1,-0.002735
flip,10,10,1,0.027738
flip,10,11,1,0.021816
flip,10,12,1,0.021675
flip,10,13,1,0.008857
flip,10,14,1,0.007654
flip,10,15,1,0.019542
flip,10,16,1,0.004158
flip,10,17,1,0.020327
flip,10,18,1,0.039389
flip,10,19,1,-0.010203
flip,10,20,1,-0.000065
flip,10,21,1,-0.003940
flip,10,22,1,0.002546
flip,10,23,1,0.019347
flip,10,24,1,0.047303
flip,10,25,1,0.046595
flip,10,26,1,0.022905
flip,10,27,1,0.046864
flip,10,28,1,0.019615
flip,10,29,1,0.020910
flip,10,30,1,0.008573
flip,10,31,1,-0.003172
flip,10,32,1,0.026446
flip,10,33,1,0.016629
flip,10,34,1,0.004082
flip,10,35,1,0.035108
flip,10,36,1,0.036827
flip,10,37,1,0.046586
flip,10,38,1,0.021547
flip,10,39,1,-0.010341
flip,10,0,2,0.007759
flip,10,1,2,-0.021961
flip,10,2,2,-0.031949
flip,10,3,2,0.012698
flip,10,4,2,-0.075123
flip,10,5,2,-0.035983
flip,10,6,2,-0.065638
flip,10,7,2,0.054564
flip,10,8,2,-0.098138
flip,10,9,2,0.016720
flip,10,10,2,-0.061658
flip,10,11,2,-0.053330
flip,10,12,2,-0.051207
flip,10,13,2,-0.020907
flip,10,14,2,-0.013108
flip,10,15,2,-0.058437
flip,10,16,2,-0.020120
flip,10,17,2,-0.057820
flip,10,18,2,-0.118319
flip,10,19,2,0.018121
flip,10,20,2,0.010379
flip,10,21,2,-0.014249
flip,10,22,2,-0.020483
flip,10,23,2,-0.045921
flip,10,24,2,-0.106052
flip,10,25,2,-0.101264
flip,10,26,2,-0.051833
flip,10,27,2,-0.104300
flip,10,28,2,-0.050245
flip,10,29,2,-0.039888
flip,10,30,2,-0.016356
flip,10,31,2,0.017682
flip,10,32,2,-0.065229
flip,10,33,2,-0.040135
flip,10,34,2,-0.013828
flip,10,35,2,-0.093842
flip,10,36,2,-0.095955
flip,10,37,2,-0.112887
flip,10,38,2,-0.044341
flip,10,39,2,0.027939
flip,10,0,3,-0.022401
flip,10,1,3,0.029603
flip,10,2,3,0.053243
flip,10,3,3,-0.030522
flip,10,4,3,0.104376
flip,10,5,3,0.049128
flip,10,6,3,0.101309
flip,10,7,3,-0.081774
flip,10,8,3,0.125965
flip,10,9,3,-0.034644
flip,10,10,3,0.073541
flip,10,11,3,0.075015
flip,10,12,3,0.073546
flip,10,13,3,0.028944
flip,10,14,3,0.013355
flip,10,15,3,0.084787
flip,10,16,3,0.037876
flip,10,17,3,0.085830
flip,10,18,3,0.177106
flip,10,19,3,0.002383
flip,10,20,3,-0.029185
flip,10,21,3,0.037553
flip,10,22,3,0.037483
flip,10,23,3,0.068767
flip,10,24,3,0.131099
flip,10,25,3,0.129154
flip,10,26,3,0.055323
flip,10,27,3,0.144342
flip,10,28,3,0.056635
flip,10,29,3,0.052227
flip,10,30,3,0.013929
flip,10,31,3,-0.048613
flip,10,32,3,0.098975
flip,10,33,3,0.075492
flip,10,34,3,0.010145
flip,10,35,3,0.140253
flip,10,36,3,0.130554
flip,10,37,3,0.150824
flip,10,38,3,0.054565
flip,10,39,3,-0.030872
flip,10,0,4,0.034025
flip,10,1,4,-0.026890
flip,10,2,4,-0.056623
flip,10,3,4,0.047973
flip,10,4,4,-0.119898
flip,10,5,4,-0.057363
flip,10,6,4,-0.134582
flip,10,7,4,0.095080
flip,10,8,4,-0.136145
flip,10,9,4,0.055747
flip,10,10,4,-0.066820
flip,10,11,4,-0.095977
flip,10,12,4,-0.083956
flip,10,13,4,-0.033202
flip,10,14,4,-0.002362
flip,10,15,4,-0.089474
flip,10,16,4,-0.049034
flip,10,17,4,-0.100993
flip,10,18,4,-0.215434
flip,10,19,4,-0.020349
flip,10,20,4,0.051873
flip,10,21,4,-0.045703
flip,10,22,4,-0.040920
flip,10,23,4,-0.084670
flip,10,24,4,-0.140607
flip,10,25,4,-0.130326
flip,10,26,4,-0.040643
flip,10,27,4,-0.164559
flip,10,28,4,-0.063038
flip,10,29,4,-0.061862
flip,10,30,4,0.002734
flip,10,31,4,0.089960
flip,10,32,4,-0.118903
flip,10,33,4,-0.094250
flip,10,34,4,0.004885
flip,10,35,4,-0.159297
flip,10,36,4,-0.149663
flip,10,37,4,-0.162678
flip,10,38,4,-0.048852
flip,10,39,4,0.034636
flip,30,0,1,0.001747
flip,30,1,1,0.012148
flip,30,2,1,0.006762
flip,30,3,1,-0.005660
flip,30,4,1,0.025559
flip,30,5,1,0.014660
flip,30,6,1,0.027444
flip,30,7,1,-0.022901
flip,30,8,1,0.038099
flip,30,9,1,-0.002735
flip,30,10,1,0.027738
flip,30,11,1,0.021816
flip,30,12,1,0.021675
flip,30,13,1,0.008857
flip,30,14,1,0.007654
flip,30,15,1,0.019542
flip,30,16,1,0.004158
flip,30,17,1,0.020327
flip,30,18,1,0.039389
flip,30,19,1,-0.010203
flip,30,20,1,-0.000065
flip,30,21,1,-0.003940
flip,30,22,1,0.002546
flip,30,23,1,0.019347
flip,30,24,1,0.047303
flip,30,25,1,0.046595
flip,30,26,1,0.022905
flip,30,27,1,0.046864
flip,30,28,1,0.019615
flip,30,29,1,0.020910
flip,30,30,1,0.008573
flip,30,31,1,-0.003172
flip,30,32,1,0.026446
flip,30,33,1,0.016629
flip,30,34,1,0.004082
flip,30,35,1,0.035108
flip,30,36,1,0.036827
flip,30,37,1,0.046586
flip,30,38,1,0.021547
flip,30,39,1,-0.010341
flip,30,0,2,0.012695
flip,30,1,2,-0.029759
flip,30,2,2,-0.048482
flip,30,3,2,0.013832
flip,30,4,2,-0.099502
flip,30,5,2,-0.046592
flip,30,6,2,-0.086572
flip,30,7,2,0.062302
flip,30,8,2,-0.125001
flip,30,9,2,0.020116
flip,30,10,2,-0.077545
flip,30,11,2,-0.067831
flip,30,12,2,-0.066518
flip,30,13,2,-0.027632
flip,30,14,2,-0.017083
flip,30,15,2,-0.080453
flip,30,16,2,-0.034141
flip,30,17,2,-0.079512
flip,30,18,2,-0.158126
flip,30,19,2,0.007447
flip,30,20,2,0.016788
flip,30,21,2,-0.029634
flip,30,22,2,-0.038189
flip,30,23,2,-0.063891
flip,30,24,2,-0.130502
flip,30,25,2,-0.118531
flip,30,26,2,-0.061790
flip,30,27,2,-0.127573
flip,30,28,2,-0.064560
flip,30,29,2,-0.051122
flip,30,30,2,-0.019271
flip,30,31,2,0.024835
flip,30,32,2,-0.084708
flip,30,33,2,-0.061745
flip,30,34,2,-0.022297
flip,30,35,2,-0.121878
flip,30,36,2,-0.124326
flip,30,37,2,-0.137226
flip,30,38,2,-0.053047
flip,30,39,2,0.026903
flip,30,0,3,-0.038928
flip,30,1,3,0.032915
flip,30,2,3,0.060706
flip,30,3,3,-0.037946
flip,30,4,3,0.112252
flip,30,5,3,0.054081
flip,30,6,3,0.132685
flip,30,7,3,-0.079641
flip,30,8,3,0.143926
flip,30,9,3,-0.049233
flip,30,10,3,0.068604
flip,30,11,3,0.090121
flip,30,12,3,0.087098
flip,30,13,3,0.036944
flip,30,14,3,0.005912
flip,30,15,3,0.089388
flip,30,16,3,0.060934
flip,30,17,3,0.096261
flip,30,18,3,0.213003
flip,30,19,3,0.020676
flip,30,20,3,-0.048593
flip,30,21,3,0.049713
flip,30,22,3,0.044660
flip,30,23,3,0.090200
flip,30,24,3,0.143528
flip,30,25,3,0.133807
flip,30,26,3,0.037791
flip,30,27,3,0.170620
flip,30,28,3,0.060450
flip,30,29,3,0.061954
flip,30,30,3,-0.000681
flip,30,31,3,-0.086295
flip,30,32,3,0.123128
flip,30,33,3,0.099646
flip,30,34,3,-0.001188
flip,30,35,3,0.166872
flip,30,36,3,0.150533
flip,30,37,3,0.162022
flip,30,38,3,0.052798
flip,30,39,3,-0.033023
flip,30,0,4,0.046007
flip,30,1,4,-0.023623
flip,30,2,4,-0.056250
flip,30,3,4,0.050852
flip,30,4,4,-0.111524
flip,30,5,4,-0.048202
flip,30,6,4,-0.138426
flip,30,7,4,0.079280
flip,30,8,4,-0.139591
flip,30,9,4,0.064299
flip,30,10,4,-0.043364
flip,30,11,4,-0.099847
flip,30,12,4,-0.086211
flip,30,13,4,-0.025594
flip,30,14,4,-0.004889
flip,30,15,4,-0.080774
flip,30,16,4,-0.049944
flip,30,17,4,-0.088703
flip,30,18,4,-0.220489
flip,30,19,4,-0.034066
flip,30,20,4,0.058635
flip,30,21,4,-0.054667
flip,30,22,4,-0.053179
flip,30,23,4,-0.082372
flip,30,24,4,-0.129260
flip,30,25,4,-0.117951
flip,30,26,4,-0.015351
flip,30,27,4,-0.149193
flip,30,28,4,-0.051317
flip,30,29,4,-0.060957
flip,30,30,4,0.008499
flip,30,31,4,0.102815
flip,30,32,4,-0.127985
flip,30,33,4,-0.100383
flip,30,34,4,-0.002625
flip,30,35,4,-0.147605
flip,30,36,4,-0.142309
flip,30,37,4,-0.142632
flip,30,38,4,-0.044661
flip,30,39,4,0.041276
flip,60,0,1,0.001747
flip,60,1,1,0.012148
flip,60,2,1,0.006762
flip,60,3,1,-0.005660
flip,60,4,1,0.025559
flip,60,5,1,0.014660
flip,60,6,1,0.027444
flip,60,7,1,-0.022901
flip,60,8,1,0.038099
flip,60,9,1,-0.002735
flip,60,10,1,0.027738
flip,60,11,1,0.021816
flip,60,12,1,0.021675
flip,60,13,1,0.008857
flip,60,14,1,0.007654
flip,60,15,1,0.019542
flip,60,16,1,0.004158
flip,60,17,1,0.020327
flip,60,18,1,0.039389
flip,60,19,1,-0.010203
flip,60,20,1,-0.000065
flip,60,21,1,-0.003940
flip,60,22,1,0.002546
flip,60,23,1,0.019347
flip,60,24,1,0.047303
flip,60,25,1,0.046595
flip,60,26,1,0.022905
flip,60,27,1,0.046864
flip,60,28,1,0.019615
flip,60,29,1,0.020910
flip,60,30,1,0.008573
flip,60,31,1,-0.003172
flip,60,32,1,0.026446
flip,60,33,1,0.016629
flip,60,34,1,0.004082
flip,60,35,1,0.035108
flip,60,36,1,0.036827
flip,60,37,1,0.046586
flip,60,38,1,0.021547
flip,60,39,1,-0.010341
flip,60,0,2,0.020112
flip,60,1,2,-0.035646
flip,60,2,2,-0.065921
flip,60,3,2,0.021742
flip,60,4,2,-0.128211
flip,60,5,2,-0.059575
flip,60,6,2,-0.114770
flip,60,7,2,0.065190
flip,60,8,2,-0.153015
flip,60,9,2,0.026638
flip,60,10,2,-0.090047
flip,60,11,2,-0.086198
flip,60,12,2,-0.081144
flip,60,13,2,-0.033980
flip,60,14,2,-0.015310
flip,60,15,2,-0.107564
flip,60,16,2,-0.053073
flip,60,17,2,-0.101922
flip,60,18,2,-0.206616
flip,60,19,2,-0.014426
flip,60,20,2,0.028282
flip,60,21,2,-0.044732
flip,60,22,2,-0.057760
flip,60,23,2,-0.085389
flip,60,24,2,-0.151212
flip,60,25,2,-0.131007
flip,60,26,2,-0.064347
flip,60,27,2,-0.153954
flip,60,28,2,-0.073161
flip,60,29,2,-0.063017
flip,60,30,2,-0.013621
flip,60,31,2,0.042670
flip,60,32,2,-0.109541
flip,60,33,2,-0.086033
flip,60,34,2,-0.023877
flip,60,35,2,-0.150787
flip,60,36,2,-0.153242
flip,60,37,2,-0.160923
flip,60,38,2,-0.060424
flip,60,39,2,0.025428
flip,60,0,3,-0.041536
flip,60,1,3,0.028606
flip,60,2,3,0.058288
flip,60,3,3,-0.042541
flip,60,4,3,0.107408
flip,60,5,3,0.049822
flip,60,6,3,0.125874
flip,60,7,3,-0.064447
flip,60,8,3,0.148139
flip,60,9,3,-0.056694
flip,60,10,3,0.051963
flip,60,11,3,0.084830
flip,60,12,3,0.082096
flip,60,13,3,0.012590
flip,60,14,3,0.003911
flip,60,15,3,0.087282
flip,60,16,3,0.052597
flip,60,17,3,0.092811
flip,60,18,3,0.224491
flip,60,19,3,0.016568
flip,60,20,3,-0.060424
flip,60,21,3,0.055406
flip,60,22,3,0.051682
flip,60,23,3,0.093991
flip,60,24,3,0.129949
flip,60,25,3,0.114372
flip,60,26,3,0.018070
flip,60,27,3,0.149155
flip,60,28,3,0.043190
flip,60,29,3,0.057508
flip,60,30,3,-0.014069
flip,60,31,3,-0.088291
flip,60,32,3,0.130699
flip,60,33,3,0.101414
flip,60,34,3,0.003778
flip,60,35,3,0.140090
flip,60,36,3,0.137056
flip,60,37,3,0.148479
flip,60,38,3,0.050765
flip,60,39,3,-0.040007
flip,60,0,4,0.031595
flip,60,1,4,-0.014414
flip,60,2,4,-0.050405
flip,60,3,4,0.032355
flip,60,4,4,-0.078975
flip,60,5,4,-0.036592
flip,60,6,4,-0.105191
flip,60,7,4,0.043846
flip,60,8,4,-0.115486
flip,60,9,4,0.039216
flip,60,10,4,-0.046021
flip,60,11,4,-0.065570
flip,60,12,4,-0.068984
flip,60,13,4,-0.000268
flip,60,14,4,0.001633
flip,60,15,4,-0.073759
flip,60,16,4,-0.034549
flip,60,17,4,-0.072709
flip,60,18,4,-0.187575
flip,60,19,4,-0.008396
flip,60,20,4,0.046463
flip,60,21,4,-0.051100
flip,60,22,4,-0.036272
flip,60,23,4,-0.072196
flip,60,24,4,-0.096656
flip,60,25,4,-0.087353
flip,60,26,4,-0.009012
flip,60,27,4,-0.102087
flip,60,28,4,-0.030702
flip,60,29,4,-0.047400
flip,60,30,4,0.010446
flip,60,31,4,0.067490
flip,60,32,4,-0.106671
flip,60,33,4,-0.075596
flip,60,34,4,-0.004840
flip,60,35,4,-0.100902
flip,60,36,4,-0.117814
flip,60,37,4,-0.107841
flip,60,38,4,-0.039196
flip,60,39,4,0.037714
flip,120,0,1,0.001747
flip,120,1,1,0.012148
flip,120,2,1,0.006762
flip,120,3,1,-0.005660
flip,120,4,1,0.025559
flip,120,5,1,0.014660
flip,120,6,1,0.027444
flip,120,7,1,-0.022901
flip,120,8,1,0.038099
flip,120,9,1,-0.002735
flip,120,10,1,0.027738
flip,120,11,1,0.021816
flip,120,12,1,0.021675
flip,120,13,1,0.008857
flip,120,14,1,0.007654
flip,120,15,1,0.019542
flip,120,16,1,0.004158
flip,120,17,1,0.020327
flip,120,18,1,0.039389
flip,120,19,1,-0.010203
flip,120,20,1,-0.000065
flip,120,21,1,-0.003940
flip,120,22,1,0.002546
flip,120,23,1,0.019347
flip,120,24,1,0.047303
flip,120,25,1,0.046595
flip,120,26,1,0.022905
flip,120,27,1,0.046864
flip,120,28,1,0.019615
flip,120,29,1,0.020910
flip,120,30,1,0.008573
flip,120,31,1,-0.003172
flip,120,32,1,0.026446
flip,120,33,1,0.016629
flip,120,34,1,0.004082
flip,120,35,1,0.035108
flip,120,36,1,0.036827
flip,120,37,1,0.046586
flip,120,38,1,0.021547
flip,120,39,1,-0.010341
flip,120,0,2,0.033925
flip,120,1,2,-0.031022
flip,120,2,2,-0.071316
flip,120,3,2,0.042514
flip,120,4,2,-0.151532
flip,120,5,2,-0.069692
flip,120,6,2,-0.148947
flip,120,7,2,0.063038
flip,120,8,2,-0.168709
flip,120,9,2,0.051865
flip,120,10,2,-0.083141
flip,120,11,2,-0.114906
flip,120,12,2,-0.092011
flip,120,13,2,-0.027774
flip,120,14,2,-0.005223
flip,120,15,2,-0.115569
flip,120,16,2,-0.059585
flip,120,17,2,-0.115927
flip,120,18,2,-0.264494
flip,120,19,2,-0.039572
flip,120,20,2,0.052359
flip,120,21,2,-0.054859
flip,120,22,2,-0.071689
flip,120,23,2,-0.102449
flip,120,24,2,-0.158188
flip,120,25,2,-0.120791
flip,120,26,2,-0.044116
flip,120,27,2,-0.167050
flip,120,28,2,-0.084387
flip,120,29,2,-0.078021
flip,120,30,2,0.003788
