part,seed,b,delay,readout,correct
B,15,1,2400,U_SCALAR,1
B,16,-1,100,PHASE_UC,1
B,16,-1,100,V_STATE,0
B,16,-1,100,U_SCALAR,1
B,16,-1,200,PHASE_UC,1
B,16,-1,200,V_STATE,0
B,16,-1,200,U_SCALAR,0
B,16,-1,400,PHASE_UC,0
B,16,-1,400,V_STATE,0
B,16,-1,400,U_SCALAR,0
B,16,-1,600,PHASE_UC,0
B,16,-1,600,V_STATE,1
B,16,-1,600,U_SCALAR,0
B,16,-1,900,PHASE_UC,1
B,16,-1,900,V_STATE,1
B,16,-1,900,U_SCALAR,0
B,16,-1,1200,PHASE_UC,1
B,16,-1,1200,V_STATE,0
B,16,-1,1200,U_SCALAR,0
B,16,-1,1800,PHASE_UC,1
B,16,-1,1800,V_STATE,1
B,16,-1,1800,U_SCALAR,0
B,16,-1,2400,PHASE_UC,1
B,16,-1,2400,V_STATE,1
B,16,-1,2400,U_SCALAR,0
B,16,1,100,PHASE_UC,1
B,16,1,100,V_STATE,0
B,16,1,100,U_SCALAR,1
B,16,1,200,PHASE_UC,1
B,16,1,200,V_STATE,0
B,16,1,200,U_SCALAR,1
B,16,1,400,PHASE_UC,1
B,16,1,400,V_STATE,0
B,16,1,400,U_SCALAR,1
B,16,1,600,PHASE_UC,1
B,16,1,600,V_STATE,0
B,16,1,600,U_SCALAR,1
B,16,1,900,PHASE_UC,1
B,16,1,900,V_STATE,1
B,16,1,900,U_SCALAR,1
B,16,1,1200,PHASE_UC,1
B,16,1,1200,V_STATE,1
B,16,1,1200,U_SCALAR,1
B,16,1,1800,PHASE_UC,1
B,16,1,1800,V_STATE,1
B,16,1,1800,U_SCALAR,1
B,16,1,2400,PHASE_UC,1
B,16,1,2400,V_STATE,1
B,16,1,2400,U_SCALAR,1
B,17,-1,100,PHASE_UC,1
B,17,-1,100,V_STATE,0
B,17,-1,100,U_SCALAR,1
B,17,-1,200,PHASE_UC,1
B,17,-1,200,V_STATE,0
B,17,-1,200,U_SCALAR,0
B,17,-1,400,PHASE_UC,0
B,17,-1,400,V_STATE,0
B,17,-1,400,U_SCALAR,0
B,17,-1,600,PHASE_UC,0
B,17,-1,600,V_STATE,1
B,17,-1,600,U_SCALAR,0
B,17,-1,900,PHASE_UC,1
B,17,-1,900,V_STATE,1
B,17,-1,900,U_SCALAR,0
B,17,-1,1200,PHASE_UC,1
B,17,-1,1200,V_STATE,0
B,17,-1,1200,U_SCALAR,0
B,17,-1,1800,PHASE_UC,1
B,17,-1,1800,V_STATE,1
B,17,-1,1800,U_SCALAR,0
B,17,-1,2400,PHASE_UC,1
B,17,-1,2400,V_STATE,0
B,17,-1,2400,U_SCALAR,0
B,17,1,100,PHASE_UC,1
B,17,1,100,V_STATE,0
B,17,1,100,U_SCALAR,1
B,17,1,200,PHASE_UC,1
B,17,1,200,V_STATE,0
B,17,1,200,U_SCALAR,1
B,17,1,400,PHASE_UC,1
B,17,1,400,V_STATE,0
B,17,1,400,U_SCALAR,1
B,17,1,600,PHASE_UC,1
B,17,1,600,V_STATE,1
B,17,1,600,U_SCALAR,1
B,17,1,900,PHASE_UC,1
B,17,1,900,V_STATE,1
B,17,1,900,U_SCALAR,1
B,17,1,1200,PHASE_UC,1
B,17,1,1200,V_STATE,1
B,17,1,1200,U_SCALAR,1
B,17,1,1800,PHASE_UC,1
B,17,1,1800,V_STATE,1
B,17,1,1800,U_SCALAR,1
B,17,1,2400,PHASE_UC,1
B,17,1,2400,V_STATE,1
B,17,1,2400,U_SCALAR,1
B,18,-1,100,PHASE_UC,1
B,18,-1,100,V_STATE,0
B,18,-1,100,U_SCALAR,0
B,18,-1,200,PHASE_UC,1
B,18,-1,200,V_STATE,0
B,18,-1,200,U_SCALAR,0
B,18,-1,400,PHASE_UC,0
B,18,-1,400,V_STATE,0
B,18,-1,400,U_SCALAR,0
B,18,-1,600,PHASE_UC,0
B,18,-1,600,V_STATE,0
B,18,-1,600,U_SCALAR,0
B,18,-1,900,PHASE_UC,1
B,18,-1,900,V_STATE,1
B,18,-1,900,U_SCALAR,0
B,18,-1,1200,PHASE_UC,1
B,18,-1,1200,V_STATE,0
B,18,-1,1200,U_SCALAR,0
B,18,-1,1800,PHASE_UC,1
B,18,-1,1800,V_STATE,0
B,18,-1,1800,U_SCALAR,0
B,18,-1,2400,PHASE_UC,1
B,18,-1,2400,V_STATE,0
B,18,-1,2400,U_SCALAR,0
B,18,1,100,PHASE_UC,1
B,18,1,100,V_STATE,0
B,18,1,100,U_SCALAR,1
B,18,1,200,PHASE_UC,1
B,18,1,200,V_STATE,0
B,18,1,200,U_SCALAR,1
B,18,1,400,PHASE_UC,1
B,18,1,400,V_STATE,0
B,18,1,400,U_SCALAR,1
B,18,1,600,PHASE_UC,1
B,18,1,600,V_STATE,1
B,18,1,600,U_SCALAR,1
B,18,1,900,PHASE_UC,1
B,18,1,900,V_STATE,1
B,18,1,900,U_SCALAR,1
B,18,1,1200,PHASE_UC,1
B,18,1,1200,V_STATE,1
B,18,1,1200,U_SCALAR,1
B,18,1,1800,PHASE_UC,1
B,18,1,1800,V_STATE,1
B,18,1,1800,U_SCALAR,1
B,18,1,2400,PHASE_UC,1
B,18,1,2400,V_STATE,1
B,18,1,2400,U_SCALAR,1
B,19,-1,100,PHASE_UC,1
B,19,-1,100,V_STATE,0
B,19,-1,100,U_SCALAR,1
B,19,-1,200,PHASE_UC,1
B,19,-1,200,V_STATE,0
B,19,-1,200,U_SCALAR,0
B,19,-1,400,PHASE_UC,0
B,19,-1,400,V_STATE,0
B,19,-1,400,U_SCALAR,0
B,19,-1,600,PHASE_UC,0
B,19,-1,600,V_STATE,1
B,19,-1,600,U_SCALAR,0
B,19,-1,900,PHASE_UC,1
B,19,-1,900,V_STATE,1
B,19,-1,900,U_SCALAR,0
B,19,-1,1200,PHASE_UC,1
B,19,-1,1200,V_STATE,1
B,19,-1,1200,U_SCALAR,0
B,19,-1,1800,PHASE_UC,1
B,19,-1,1800,V_STATE,0
B,19,-1,1800,U_SCALAR,0
B,19,-1,2400,PHASE_UC,1
B,19,-1,2400,V_STATE,0
B,19,-1,2400,U_SCALAR,0
B,19,1,100,PHASE_UC,1
B,19,1,100,V_STATE,0
B,19,1,100,U_SCALAR,1
B,19,1,200,PHASE_UC,1
B,19,1,200,V_STATE,0
B,19,1,200,U_SCALAR,1
B,19,1,400,PHASE_UC,1
B,19,1,400,V_STATE,0
B,19,1,400,U_SCALAR,1
B,19,1,600,PHASE_UC,1
B,19,1,600,V_STATE,0
B,19,1,600,U_SCALAR,1
B,19,1,900,PHASE_UC,1
B,19,1,900,V_STATE,1
B,19,1,900,U_SCALAR,1
B,19,1,1200,PHASE_UC,1
B,19,1,1200,V_STATE,1
B,19,1,1200,U_SCALAR,1
B,19,1,1800,PHASE_UC,1
B,19,1,1800,V_STATE,1
B,19,1,1800,U_SCALAR,1
B,19,1,2400,PHASE_UC,1
B,19,1,2400,V_STATE,1
B,19,1,2400,U_SCALAR,1
