m,condition,seed,h_cont,h_cog,sync
5,FULLOPT_30,1337,3.1398819371639815,0.0,-0.0017968621976612
5,FULLOPT_30,99,3.1041100420346273,0.0,-0.0010302043331561882
5,FULLOPT_30,314,3.202977025948545,0.0,0.01411494228086132
5,FULLOPT_30,2024,3.247270137667361,0.0002693104529863706,0.0007821684303251102
5,FULLOPT_30,888,3.213441003605871,0.0,-0.0024117238962637327
5,FULLOPT_100,42,3.2234784529851517,0.0,-0.0038523683081327607
5,FULLOPT_100,123,3.218666655439577,0.0,0.002446011894603761
5,FULLOPT_100,777,3.1798843335213935,0.0,0.006860010564155345
5,FULLOPT_100,17,3.1632047094970335,0.0,-0.00028689022714167644
5,FULLOPT_100,256,3.221107690780166,0.0,0.0009118985062417462
5,FULLOPT_100,1337,3.0987832282734478,0.0,-0.006440192889352165
5,FULLOPT_100,99,3.122665215858141,0.0,-0.0045770095256890304
5,FULLOPT_100,314,3.2507651654248693,0.0,0.00646088266156373
5,FULLOPT_100,2024,3.2377747051318746,0.0,0.005450553295489355
5,FULLOPT_100,888,3.209166144364532,0.0,-0.004833285972164715
5,FULLOPT_300,42,3.1945876215751987,0.0,0.0012576329060923297
5,FULLOPT_300,123,3.255987755311927,0.0,-0.0032611676986777486
5,FULLOPT_300,777,3.1910577240737066,0.0005386209059727412,-0.005044636156214419
5,FULLOPT_300,17,3.1574378263178344,0.0,-0.0007761932232962978
5,FULLOPT_300,256,3.1801068486351824,0.0,-0.0089290670978647
5,FULLOPT_300,1337,3.1217177661931004,0.0,-0.0011358137111256571
5,FULLOPT_300,99,3.0968237904997333,0.0,-0.003286734210890494
5,FULLOPT_300,314,3.295794030444756,0.0,0.0012564740676193492
5,FULLOPT_300,2024,3.2824779540211946,0.0,-0.0010597528646393516
5,FULLOPT_300,888,3.2431704539121937,0.0,-0.004006818311939087
5,FULLOPT_1000,42,3.1776234457976824,0.0,0.0014462034110247276
5,FULLOPT_1000,123,3.28928525489141,0.0,0.0065703233807450825
5,FULLOPT_1000,777,3.2106342226461253,0.0,-0.0014458917354704228
5,FULLOPT_1000,17,3.150151112751958,0.0,0.0021297691314007207
5,FULLOPT_1000,256,3.214547380538765,0.0,-0.0012876813603173983
5,FULLOPT_1000,1337,3.1095101632158006,0.0,-0.004178095343400937
5,FULLOPT_1000,99,3.109335773026811,0.0,3.3948068945456767e-05
5,FULLOPT_1000,314,3.300931816190253,0.0,0.0029845767128415623
5,FULLOPT_1000,2024,3.215067109662049,0.0,0.00013721869630612903
5,FULLOPT_1000,888,3.2216306747650236,0.0002693104529863706,0.0022400772334566794
