tau_u,group,seed,bloc,step,u,u_filter,synchrony,r_intra,r_inter,n_min,t_cross_u05
50.0,repli,3078,29,8700,0.999846,-0.907076,0.04251467,0.40121760,-0.32321304,43,798
50.0,repli,3079,0,0,0.139779,0.821590,0.03314994,0.55009643,-0.48005057,46,796
50.0,repli,3079,1,300,0.306910,0.551737,0.14087737,0.57877946,-0.43459843,31,796
50.0,repli,3079,2,600,0.464421,0.121313,0.16806523,0.50055854,-0.37722380,25,796
50.0,repli,3079,3,900,0.653907,-0.439052,0.22009203,0.71117302,-0.62153034,24,796
50.0,repli,3079,4,1200,0.750904,-0.647409,0.07171531,0.74567718,-0.60224657,45,796
50.0,repli,3079,5,1500,0.894506,-0.835278,0.08113833,0.78066232,-0.65077371,41,796
50.0,repli,3079,6,1800,0.923475,-0.859344,0.22628227,0.61134794,-0.43364935,24,796
50.0,repli,3079,7,2100,0.950945,-0.878905,0.11168812,0.40835201,-0.24605363,34,796
50.0,repli,3079,8,2400,0.967831,-0.889527,0.31972181,0.52950175,-0.28493801,15,796
50.0,repli,3079,9,2700,0.977314,-0.895062,0.01083165,0.35723475,-0.34666318,42,796
50.0,repli,3079,10,3000,0.983923,-0.898748,0.10097883,0.39648832,-0.28736956,31,796
50.0,repli,3079,11,3300,0.988234,-0.901078,-0.00303672,0.28183346,-0.29045039,44,796
50.0,repli,3079,12,3600,0.992538,-0.903348,0.08514503,0.32653968,-0.24246199,30,796
50.0,repli,3079,13,3900,0.994615,-0.904423,0.00431312,0.42024317,-0.40860295,46,796
50.0,repli,3079,14,4200,0.995982,-0.905124,0.07334525,0.45742351,-0.37826326,35,796
50.0,repli,3079,15,4500,0.996299,-0.905286,0.02290740,0.45659065,-0.40347830,48,796
50.0,repli,3079,16,4800,0.996723,-0.905502,-0.00473562,0.34176026,-0.35801723,43,796
50.0,repli,3079,17,5100,0.997884,-0.906090,0.05332340,0.42626010,-0.34971160,39,796
50.0,repli,3079,18,5400,0.999267,-0.906786,0.00977655,0.32996354,-0.31326925,44,796
50.0,repli,3079,19,5700,0.999885,-0.907095,0.06558739,0.43136468,-0.33714023,38,796
50.0,repli,3079,20,6000,0.999849,-0.907077,-0.00085691,0.35852141,-0.35333241,49,796
50.0,repli,3079,21,6300,0.999886,-0.907095,0.09977291,0.45624336,-0.28546691,39,796
50.0,repli,3079,22,6600,0.999835,-0.907070,0.00842288,0.46312305,-0.45033712,44,796
50.0,repli,3079,23,6900,0.999909,-0.907107,0.03800685,0.45977247,-0.37666175,48,796
50.0,repli,3079,24,7200,0.999858,-0.907082,0.07391797,0.47479172,-0.35930877,39,796
50.0,repli,3079,25,7500,0.999881,-0.907093,0.00927696,0.31039824,-0.28966227,46,796
50.0,repli,3079,26,7800,0.999831,-0.907068,0.00944359,0.34111848,-0.31586060,49,796
50.0,repli,3079,27,8100,0.999886,-0.907096,0.00654097,0.30614012,-0.29305819,45,796
50.0,repli,3079,28,8400,0.999841,-0.907073,0.03798788,0.35866249,-0.30856715,39,796
50.0,repli,3079,29,8700,0.999853,-0.907079,0.00047562,0.38033822,-0.39697466,41,796
50.0,repli,3080,0,0,0.154518,0.805180,0.09597200,0.61840636,-0.49101025,37,806
50.0,repli,3080,1,300,0.312079,0.540162,0.20321537,0.59179529,-0.40792955,26,806
50.0,repli,3080,2,600,0.451982,0.159719,0.26452702,0.63890134,-0.34944686,25,806
50.0,repli,3080,3,900,0.629812,-0.376618,0.27555091,0.78732064,-0.60152814,24,806
50.0,repli,3080,4,1200,0.717601,-0.583864,0.09389285,0.72661143,-0.52617135,50,806
50.0,repli,3080,5,1500,0.883396,-0.825014,0.03466503,0.79593651,-0.72108999,46,806
50.0,repli,3080,6,1800,0.919636,-0.856367,0.32880624,0.68118194,-0.50056585,18,806
50.0,repli,3080,7,2100,0.964832,-0.887714,0.25184040,0.55132646,-0.45304753,18,806
50.0,repli,3080,8,2400,0.985654,-0.899690,0.44317263,0.65703328,-0.34543852,12,806
50.0,repli,3080,9,2700,0.990049,-0.902042,0.02298837,0.39606989,-0.39618817,37,806
50.0,repli,3080,10,3000,0.993975,-0.904093,0.00673946,0.31027069,-0.29289254,47,806
50.0,repli,3080,11,3300,0.995854,-0.905059,0.01080512,0.31632610,-0.29471587,45,806
50.0,repli,3080,12,3600,0.997673,-0.905984,0.02995628,0.40527119,-0.34535862,45,806
50.0,repli,3080,13,3900,0.998579,-0.906440,0.01756710,0.32719768,-0.29206348,45,806
50.0,repli,3080,14,4200,0.999495,-0.906900,0.09613789,0.31321612,-0.29352427,23,806
50.0,repli,3080,15,4500,0.999803,-0.907054,0.00081829,0.36471424,-0.35608807,49,806
50.0,repli,3080,16,4800,0.999869,-0.907087,0.00937238,0.26862737,-0.24552016,48,806
50.0,repli,3080,17,5100,0.999831,-0.907068,0.02656545,0.38275066,-0.34102472,42,806
50.0,repli,3080,18,5400,0.999860,-0.907083,0.03561865,0.35510485,-0.29865981,41,806
50.0,repli,3080,19,5700,0.999840,-0.907072,-0.00690240,0.28253015,-0.29077562,49,806
50.0,repli,3080,20,6000,0.999881,-0.907093,-0.00511118,0.25699459,-0.27235000,43,806
50.0,repli,3080,21,6300,0.999830,-0.907067,0.04016281,0.30626012,-0.26543332,36,806
50.0,repli,3080,22,6600,0.999888,-0.907097,0.00534477,0.36247456,-0.35497368,44,806
50.0,repli,3080,23,6900,0.999829,-0.907067,0.12290510,0.44135315,-0.28305763,32,806
50.0,repli,3080,24,7200,0.999849,-0.907077,-0.00186408,0.30550305,-0.31197557,44,806
50.0,repli,3080,25,7500,0.999872,-0.907088,0.03435734,0.40466670,-0.40106136,35,806
50.0,repli,3080,26,7800,0.999870,-0.907088,0.15346058,0.50451497,-0.39866550,26,806
50.0,repli,3080,27,8100,0.999847,-0.907076,0.00642709,0.39922960,-0.37883060,49,806
50.0,repli,3080,28,8400,0.999898,-0.907102,0.02743429,0.35236278,-0.29125306,49,806
50.0,repli,3080,29,8700,0.999829,-0.907067,0.10162911,0.41649063,-0.28842323,33,806
