tau_u,group,seed,bloc,step,u,u_filter,synchrony,r_intra,r_inter,n_min,t_cross_u05
10.0,canon,9,8,2400,0.999186,-0.906745,0.04825174,0.31675238,-0.26010447,36,130
10.0,canon,9,9,2700,0.999154,-0.906729,-0.00019262,0.35287519,-0.34647880,49,130
10.0,canon,9,10,3000,0.999333,-0.906819,0.02659631,0.39178950,-0.33859689,45,130
10.0,canon,9,11,3300,0.999179,-0.906742,0.00187257,0.34266947,-0.33318977,48,130
10.0,canon,9,12,3600,0.999393,-0.906849,0.00082251,0.36223873,-0.35595087,47,130
10.0,canon,9,13,3900,0.999181,-0.906743,0.15399785,0.43155745,-0.28253820,26,130
10.0,canon,9,14,4200,0.999625,-0.906965,0.13268413,0.40835636,-0.26851742,28,130
10.0,canon,9,15,4500,0.999070,-0.906687,0.32148968,0.49249472,-0.25593585,13,130
10.0,canon,9,16,4800,0.999331,-0.906818,0.08178196,0.46688276,-0.44085484,30,130
10.0,canon,9,17,5100,0.999352,-0.906828,0.14044211,0.55511191,-0.42232405,30,130
10.0,canon,9,18,5400,0.999159,-0.906732,0.00276223,0.33160631,-0.32369892,46,130
10.0,canon,9,19,5700,0.999382,-0.906844,0.02923617,0.32421706,-0.33618792,33,130
10.0,canon,9,20,6000,0.999184,-0.906744,0.08473253,0.44218745,-0.30883201,38,130
10.0,canon,9,21,6300,0.999261,-0.906783,-0.00209503,0.33961150,-0.34132542,46,130
10.0,canon,9,22,6600,0.999363,-0.906834,0.00392084,0.28593795,-0.28061429,44,130
10.0,canon,9,23,6900,0.999268,-0.906786,0.08223302,0.36812531,-0.29347677,31,130
10.0,canon,9,24,7200,0.999433,-0.906869,0.03818483,0.28327129,-0.24328166,36,130
10.0,canon,9,25,7500,0.999267,-0.906786,0.21270658,0.44312238,-0.26972651,20,130
10.0,canon,9,26,7800,0.999465,-0.906885,0.07197451,0.34741755,-0.30184105,30,130
10.0,canon,9,27,8100,0.999378,-0.906841,0.20260774,0.44672880,-0.28166135,21,130
10.0,canon,9,28,8400,0.999377,-0.906841,0.01817802,0.32267908,-0.31708334,38,130
10.0,canon,9,29,8700,0.999324,-0.906815,0.00797210,0.36406991,-0.35130515,44,130
10.0,repli,3071,0,0,0.502607,0.001811,0.24561409,0.47007843,-0.35663175,16,128
10.0,repli,3071,1,300,0.923412,-0.859295,0.15837458,0.69034038,-0.36295191,50,128
10.0,repli,3071,2,600,0.972189,-0.892108,0.04994324,0.40717884,-0.33612348,39,128
10.0,repli,3071,3,900,0.993969,-0.904090,-0.00492247,0.34523026,-0.35507519,45,128
10.0,repli,3071,4,1200,0.999022,-0.906663,0.10146962,0.42767760,-0.32722165,31,128
10.0,repli,3071,5,1500,0.999050,-0.906677,-0.00300550,0.36842452,-0.36730121,49,128
10.0,repli,3071,6,1800,0.999708,-0.907007,0.08531318,0.42310714,-0.33314800,33,128
10.0,repli,3071,7,2100,0.999209,-0.906757,0.32004197,0.54440719,-0.32665780,15,128
10.0,repli,3071,8,2400,0.999307,-0.906806,0.05785857,0.45776230,-0.43754455,33,128
10.0,repli,3071,9,2700,0.999522,-0.906913,0.12083718,0.51641755,-0.41602190,30,128
10.0,repli,3071,10,3000,0.999175,-0.906740,0.04104430,0.41149455,-0.32940596,45,128
10.0,repli,3071,11,3300,0.999286,-0.906795,-0.00461504,0.27837818,-0.28284635,48,128
10.0,repli,3071,12,3600,0.999144,-0.906724,0.02218024,0.36162035,-0.31725987,45,128
10.0,repli,3071,13,3900,0.999260,-0.906782,0.00621264,0.29960452,-0.28341026,47,128
10.0,repli,3071,14,4200,0.999188,-0.906746,-0.00057398,0.48585657,-0.47766133,49,128
10.0,repli,3071,15,4500,0.999652,-0.906979,0.03973451,0.47582165,-0.38797639,49,128
10.0,repli,3071,16,4800,0.998907,-0.906605,0.24302053,0.58449903,-0.31700421,25,128
10.0,repli,3071,17,5100,0.999622,-0.906964,0.13743522,0.41914194,-0.28834069,27,128
10.0,repli,3071,18,5400,0.999000,-0.906652,0.44726809,0.66288508,-0.22358009,14,128
10.0,repli,3071,19,5700,0.999585,-0.906945,0.19530885,0.52533900,-0.49569178,20,128
10.0,repli,3071,20,6000,0.999295,-0.906800,0.39291533,0.67136724,-0.40968135,15,128
10.0,repli,3071,21,6300,0.999353,-0.906829,0.03008048,0.43974939,-0.37432573,47,128
10.0,repli,3071,22,6600,0.999145,-0.906725,0.14956014,0.34535905,-0.28440354,19,128
10.0,repli,3071,23,6900,0.999220,-0.906762,0.00554763,0.31715837,-0.33121203,39,128
10.0,repli,3071,24,7200,0.999172,-0.906738,0.03003068,0.34068545,-0.28339779,44,128
10.0,repli,3071,25,7500,0.999214,-0.906759,-0.00603494,0.33243838,-0.33773880,50,128
10.0,repli,3071,26,7800,0.999326,-0.906815,0.00433623,0.26839801,-0.25972556,45,128
10.0,repli,3071,27,8100,0.999198,-0.906751,-0.00149720,0.34542582,-0.34590629,46,128
10.0,repli,3071,28,8400,0.999442,-0.906873,0.00322508,0.31610114,-0.30965097,45,128
10.0,repli,3071,29,8700,0.999057,-0.906680,0.07810966,0.34259815,-0.22563884,36,128
10.0,repli,3072,0,0,0.525041,-0.068506,0.20354418,0.45941173,-0.23496565,24,127
10.0,repli,3072,1,300,0.960726,-0.885180,0.14797364,0.66834326,-0.42496304,38,127
10.0,repli,3072,2,600,0.985563,-0.899641,0.11403244,0.45844932,-0.35339047,30,127
10.0,repli,3072,3,900,0.996883,-0.905583,-0.00022415,0.25352011,-0.25396841,45,127
10.0,repli,3072,4,1200,0.999107,-0.906706,0.06346480,0.35534956,-0.29812379,33,127
10.0,repli,3072,5,1500,0.999345,-0.906825,0.00633567,0.25793446,-0.24750955,44,127
10.0,repli,3072,6,1800,0.999219,-0.906762,-0.00809784,0.29540914,-0.30553469,50,127
10.0,repli,3072,7,2100,0.999439,-0.906872,0.00332950,0.34806049,-0.33560073,48,127
10.0,repli,3072,8,2400,0.999289,-0.906797,0.01346794,0.30336229,-0.27432572,46,127
10.0,repli,3072,9,2700,0.999226,-0.906765,-0.00269465,0.29262839,-0.29304831,48,127
10.0,repli,3072,10,3000,0.999340,-0.906822,0.01374218,0.27737629,-0.28246449,37,127
10.0,repli,3072,11,3300,0.999169,-0.906737,-0.00591562,0.27748717,-0.28365036,50,127
10.0,repli,3072,12,3600,0.999290,-0.906797,0.00239967,0.29848176,-0.29368242,45,127
10.0,repli,3072,13,3900,0.999204,-0.906754,0.06394713,0.33902582,-0.24511812,37,127
10.0,repli,3072,14,4200,0.999195,-0.906750,0.00092018,0.36050233,-0.37017569,42,127
10.0,repli,3072,15,4500,0.999423,-0.906864,0.03524391,0.43872460,-0.40080017,39,127
10.0,repli,3072,16,4800,0.999280,-0.906793,0.01951520,0.33626539,-0.29493970,46,127
10.0,repli,3072,17,5100,0.999453,-0.906879,0.00195449,0.31105820,-0.30194794,48,127
10.0,repli,3072,18,5400,0.999231,-0.906768,0.01183912,0.28915356,-0.26346580,46,127
10.0,repli,3072,19,5700,0.999497,-0.906901,0.01925666,0.29297486,-0.25094528,47,127
10.0,repli,3072,20,6000,0.999224,-0.906764,0.00620375,0.27396787,-0.25620509,50,127
10.0,repli,3072,21,6300,0.999322,-0.906813,-0.00543057,0.25695246,-0.26339849,48,127
10.0,repli,3072,22,6600,0.999304,-0.906805,0.02119515,0.31101057,-0.28203875,41,127
10.0,repli,3072,23,6900,0.999287,-0.906796,-0.00410817,0.28396827,-0.28642308,50,127
10.0,repli,3072,24,7200,0.999257,-0.906781,-0.00650157,0.30146724,-0.31051414,47,127
10.0,repli,3072,25,7500,0.999182,-0.906743,0.00181243,0.27015498,-0.27512237,42,127
10.0,repli,3072,26,7800,0.999303,-0.906804,0.00125553,0.28263516,-0.27471946,49,127
10.0,repli,3072,27,8100,0.999508,-0.906907,0.01153153,0.30726105,-0.28039898,47,127
10.0,repli,3072,28,8400,0.999155,-0.906730,0.01569171,0.35683336,-0.32849584,44,127
10.0,repli,3072,29,8700,0.999324,-0.906814,0.04939480,0.27698411,-0.24073974,32,127
10.0,repli,3073,0,0,0.486386,0.052745,0.22935310,0.51204403,-0.19791036,27,140
10.0,repli,3073,1,300,0.929303,-0.863745,0.20783769,0.72977575,-0.42155821,34,140
10.0,repli,3073,2,600,0.978063,-0.895487,0.08907845,0.63071551,-0.54779151,35,140
10.0,repli,3073,3,900,0.999153,-0.906729,0.19109095,0.75210054,-0.57027922,30,140
10.0,repli,3073,4,1200,0.998595,-0.906448,0.13459936,0.50678858,-0.30302972,35,140
10.0,repli,3073,5,1500,0.999531,-0.906918,0.07398546,0.33447183,-0.23230071,35,140
10.0,repli,3073,6,1800,0.999101,-0.906703,0.17558164,0.50512882,-0.27166095,30,140
10.0,repli,3073,7,2100,0.999506,-0.906906,0.09662141,0.51257150,-0.41866004,33,140
10.0,repli,3073,8,2400,0.999142,-0.906723,0.24440052,0.58338198,-0.31152907,25,140
10.0,repli,3073,9,2700,0.999243,-0.906774,0.04616106,0.48517371,-0.44709253,37,140
10.0,repli,3073,10,3000,0.999574,-0.906939,0.07999325,0.51682342,-0.38413880,40,140
10.0,repli,3073,11,3300,0.999053,-0.906679,0.18040754,0.54167310,-0.30988143,30,140
10.0,repli,3073,12,3600,0.999347,-0.906826,0.00400895,0.31012842,-0.30484373,44,140
10.0,repli,3073,13,3900,0.999140,-0.906722,0.03063634,0.33277506,-0.27150239,45,140
10.0,repli,3073,14,4200,0.999475,-0.906890,0.05567229,0.39465289,-0.35309842,34,140
10.0,repli,3073,15,4500,0.999196,-0.906750,0.26603205,0.50317815,-0.29212890,18,140
10.0,repli,3073,16,4800,0.999268,-0.906787,0.02455217,0.39085449,-0.37875352,38,140
10.0,repli,3073,17,5100,0.999389,-0.906847,0.11544925,0.54751933,-0.45236235,31,140
10.0,repli,3073,18,5400,0.999188,-0.906746,0.03235682,0.39571764,-0.32837095,46,140
10.0,repli,3073,19,5700,0.999454,-0.906880,0.05437313,0.35565756,-0.34156448,31,140
10.0,repli,3073,20,6000,0.999299,-0.906802,0.10989335,0.41976742,-0.29733246,31,140
10.0,repli,3073,21,6300,0.999218,-0.906761,0.00451341,0.41261698,-0.41665751,42,140
10.0,repli,3073,22,6600,0.999603,-0.906954,0.10148683,0.55537965,-0.34368776,49,140
10.0,repli,3073,23,6900,0.998999,-0.906651,0.28349547,0.50979761,-0.32368127,16,140
10.0,repli,3073,24,7200,0.999475,-0.906890,0.10941385,0.47209681,-0.35294024,32,140
10.0,repli,3073,25,7500,0.999174,-0.906739,0.35166874,0.59074923,-0.28979275,16,140
10.0,repli,3073,26,7800,0.999318,-0.906811,0.06580465,0.53543218,-0.48639475,35,140
10.0,repli,3073,27,8100,0.999353,-0.906829,0.15843675,0.59172729,-0.37832616,33,140
10.0,repli,3073,28,8400,0.999005,-0.906655,0.05374578,0.49216573,-0.44975213,36,140
10.0,repli,3073,29,8700,0.999766,-0.907035,0.19331987,0.46155086,-0.24657896,25,140
10.0,repli,3074,0,0,0.491689,0.036104,0.25144506,0.50186530,-0.22050079,22,132
10.0,repli,3074,1,300,0.895550,-0.836212,0.16851393,0.71512851,-0.38298114,44,132
10.0,repli,3074,2,600,0.963785,-0.887073,0.09437160,0.47971523,-0.28357048,49,132
10.0,repli,3074,3,900,0.996952,-0.905618,0.10519836,0.42154714,-0.28669639,33,132
10.0,repli,3074,4,1200,0.999272,-0.906788,0.02916839,0.38323805,-0.32490127,45,132
10.0,repli,3074,5,1500,0.999361,-0.906833,0.01519698,0.36238575,-0.34806667,41,132
10.0,repli,3074,6,1800,0.999165,-0.906734,0.08180561,0.35120995,-0.28381457,30,132
10.0,repli,3074,7,2100,0.999178,-0.906741,0.00960621,0.27082669,-0.25672997,43,132
10.0,repli,3074,8,2400,0.999189,-0.906747,0.00708053,0.30174430,-0.29701829,42,132
10.0,repli,3074,9,2700,0.999117,-0.906710,0.02776539,0.36703308,-0.31453149,44,132
10.0,repli,3074,10,3000,0.999376,-0.906840,-0.00185939,0.31412184,-0.32066188,44,132
10.0,repli,3074,11,3300,0.999232,-0.906768,0.01449905,0.29384948,-0.26282710,46,132
10.0,repli,3074,12,3600,0.999311,-0.906808,-0.00152429,0.30648830,-0.30953689,45,132
10.0,repli,3074,13,3900,0.999160,-0.906732,0.03702486,0.34511503,-0.29032094,40,132
10.0,repli,3074,14,4200,0.999344,-0.906824,0.01917664,0.39429382,-0.35594054,45,132
10.0,repli,3074,15,4500,0.999167,-0.906736,0.00495788,0.30912710,-0.30516814,43,132
10.0,repli,3074,16,4800,0.999255,-0.906780,0.03085668,0.31086542,-0.25463570,43,132
10.0,repli,3074,17,5100,0.999235,-0.906770,0.00630992,0.26262150,-0.25502123,43,132
10.0,repli,3074,18,5400,0.999150,-0.906727,0.03012600,0.32103040,-0.27895992,40,132
10.0,repli,3074,19,5700,0.999309,-0.906807,-0.00651977,0.37264402,-0.37810027,50,132
10.0,repli,3074,20,6000,0.999359,-0.906832,0.06310242,0.40935800,-0.33455047,36,132
10.0,repli,3074,21,6300,0.999140,-0.906722,-0.00142763,0.32058134,-0.31801818,48,132
10.0,repli,3074,22,6600,0.999260,-0.906782,0.01368879,0.35349537,-0.34185087,41,132
10.0,repli,3074,23,6900,0.999139,-0.906721,0.01583734,0.35812237,-0.31987319,49,132
10.0,repli,3074,24,7200,0.999371,-0.906838,0.02649830,0.45011402,-0.39167554,47,132
10.0,repli,3074,25,7500,0.999180,-0.906742,0.01447702,0.35205614,-0.31876548,47,132
10.0,repli,3074,26,7800,0.999307,-0.906806,0.00731071,0.29706323,-0.29585740,41,132
10.0,repli,3074,27,8100,0.999285,-0.906795,0.09853313,0.35035598,-0.21342653,33,132
10.0,repli,3074,28,8400,0.999265,-0.906785,-0.00423272,0.25660583,-0.27342324,42,132
10.0,repli,3074,29,8700,0.999133,-0.906719,0.10146362,0.31815444,-0.22604625,27,132
10.0,repli,3075,0,0,0.507324,-0.013006,0.28955423,0.44456818,-0.28205969,12,127
10.0,repli,3075,1,300,0.925737,-0.861069,0.16745894,0.73293834,-0.40909472,43,127
10.0,repli,3075,2,600,0.974900,-0.893681,0.02727129,0.50188256,-0.45157757,44,127
10.0,repli,3075,3,900,0.998632,-0.906467,0.09965664,0.58610117,-0.41719068,40,127
10.0,repli,3075,4,1200,0.999112,-0.906708,0.16803208,0.52892511,-0.35719618,28,127
10.0,repli,3075,5,1500,0.999480,-0.906893,0.02236167,0.39536597,-0.36791278,41,127
10.0,repli,3075,6,1800,0.999304,-0.906804,0.14014905,0.46975965,-0.33955209,28,127
10.0,repli,3075,7,2100,0.999120,-0.906712,0.00365569,0.34863269,-0.33882148,46,127
10.0,repli,3075,8,2400,0.999401,-0.906853,0.01683206,0.34952529,-0.31026297,48,127
10.0,repli,3075,9,2700,0.999147,-0.906725,0.03792952,0.33182697,-0.29959334,36,127
10.0,repli,3075,10,3000,0.999278,-0.906791,0.01263409,0.44191445,-0.45129185,39,127
10.0,repli,3075,11,3300,0.999343,-0.906824,0.09626797,0.41204603,-0.33228797,30,127
10.0,repli,3075,12,3600,0.999180,-0.906742,-0.00079435,0.32171488,-0.32330358,45,127
10.0,repli,3075,13,3900,0.999316,-0.906811,-0.00029979,0.30713352,-0.30550533,46,127
10.0,repli,3075,14,4200,0.999181,-0.906743,0.00980738,0.36350891,-0.33710036,49,127
10.0,repli,3075,15,4500,0.999184,-0.906744,0.02504985,0.32201967,-0.30861122,37,127
10.0,repli,3075,16,4800,0.999249,-0.906777,-0.00455406,0.37277776,-0.37703858,47,127
10.0,repli,3075,17,5100,0.999506,-0.906905,0.00420229,0.33098542,-0.32258084,45,127
10.0,repli,3075,18,5400,0.999024,-0.906664,0.12561529,0.44475098,-0.30749743,30,127
10.0,repli,3075,19,5700,0.999435,-0.906870,0.03924447,0.37750234,-0.29332157,48,127
10.0,repli,3075,20,6000,0.999118,-0.906711,0.08694313,0.44314391,-0.34259309,34,127
10.0,repli,3075,21,6300,0.999480,-0.906892,0.09059220,0.43327865,-0.30296177,36,127
10.0,repli,3075,22,6600,0.999276,-0.906790,0.19274010,0.47763972,-0.31866355,23,127
10.0,repli,3075,23,6900,0.999318,-0.906812,0.01932755,0.29944494,-0.28908693,38,127
10.0,repli,3075,24,7200,0.999278,-0.906791,0.01713024,0.36761104,-0.32745305,48,127
10.0,repli,3075,25,7500,0.999209,-0.906757,-0.00224681,0.30087974,-0.30147932,47,127
10.0,repli,3075,26,7800,0.999226,-0.906765,0.07061483,0.32753305,-0.25690867,32,127
10.0,repli,3075,27,8100,0.999352,-0.906828,0.08106437,0.50979652,-0.42304927,35,127
10.0,repli,3075,28,8400,0.999456,-0.906881,0.12876876,0.57363567,-0.49585982,29,127
10.0,repli,3075,29,8700,0.999137,-0.906721,0.05986677,0.46742889,-0.38058813,39,127
10.0,repli,3076,0,0,0.461934,0.129020,0.22225094,0.44889963,-0.31120267,18,146
10.0,repli,3076,1,300,0.887131,-0.828532,0.15186253,0.70372265,-0.44453612,39,146
10.0,repli,3076,2,600,0.965442,-0.888085,0.03125989,0.51661524,-0.44592842,48,146
10.0,repli,3076,3,900,0.997419,-0.905855,0.12479364,0.49362782,-0.37576702,30,146
10.0,repli,3076,4,1200,0.999178,-0.906741,0.05327136,0.40435014,-0.34118395,37,146
10.0,repli,3076,5,1500,0.999506,-0.906905,0.00659050,0.37311925,-0.35522972,47,146
10.0,repli,3076,6,1800,0.999230,-0.906768,0.11007548,0.42385245,-0.27863331,33,146
10.0,repli,3076,7,2100,0.999166,-0.906735,-0.00440430,0.26068592,-0.26440275,49,146
10.0,repli,3076,8,2400,0.999418,-0.906861,0.00396408,0.27398410,-0.27134398,43,146
10.0,repli,3076,9,2700,0.999144,-0.906724,0.00769822,0.36468438,-0.34328096,48,146
10.0,repli,3076,10,3000,0.999555,-0.906930,0.01385606,0.33136051,-0.29754986,49,146
10.0,repli,3076,11,3300,0.999060,-0.906682,0.09402158,0.51085858,-0.38468966,36,146
10.0,repli,3076,12,3600,0.999655,-0.906980,0.15379427,0.49026794,-0.39802256,25,146
10.0,repli,3076,13,3900,0.999125,-0.906715,0.24354337,0.51600181,-0.36032648,19,146
10.0,repli,3076,14,4200,0.999260,-0.906782,0.01293317,0.38460305,-0.37594507,41,146
10.0,repli,3076,15,4500,0.999376,-0.906840,0.07414244,0.36957488,-0.28211433,34,146
10.0,repli,3076,16,4800,0.999238,-0.906771,0.01211174,0.33209147,-0.33369233,39,146
10.0,repli,3076,17,5100,0.999215,-0.906760,0.06063419,0.32839066,-0.28070608,32,146
10.0,repli,3076,18,5400,0.999194,-0.906749,-0.00386478,0.27632482,-0.27933964,48,146
10.0,repli,3076,19,5700,0.999466,-0.906885,0.01267390,0.39296573,-0.36031340,49,146
10.0,repli,3076,20,6000,0.999156,-0.906730,0.03598131,0.36310288,-0.31754099,39,146
10.0,repli,3076,21,6300,0.999098,-0.906701,-0.00575478,0.31107405,-0.31624704,50,146
10.0,repli,3076,22,6600,0.999134,-0.906719,0.00083538,0.30176644,-0.29407706,50,146
10.0,repli,3076,23,6900,0.999503,-0.906904,-0.00797710,0.34516666,-0.35517854,48,146
10.0,repli,3076,24,7200,0.999137,-0.906720,0.12141867,0.37283443,-0.25857502,27,146
10.0,repli,3076,25,7500,0.999331,-0.906818,0.01575097,0.33301789,-0.30772926,43,146
10.0,repli,3076,26,7800,0.999118,-0.906711,0.15525003,0.39641774,-0.25806700,24,146
10.0,repli,3076,27,8100,0.999245,-0.906775,-0.00057676,0.30316154,-0.30211406,46,146
10.0,repli,3076,28,8400,0.999130,-0.906717,0.01951205,0.31645919,-0.27743509,45,146
10.0,repli,3076,29,8700,0.999245,-0.906775,0.03524723,0.33479083,-0.28847138,39,146
10.0,repli,3077,0,0,0.462825,0.126262,0.29382165,0.47067529,-0.12243145,18,142
10.0,repli,3077,1,300,0.857535,-0.798690,0.20397093,0.73009781,-0.32685351,44,142
10.0,repli,3077,2,600,0.964311,-0.887395,0.16691162,0.59442246,-0.45526934,28,142
10.0,repli,3077,3,900,0.999083,-0.906694,0.40022016,0.80625741,-0.55545287,18,142
10.0,repli,3077,4,1200,0.999123,-0.906714,0.04833009,0.43960309,-0.34294291,45,142
10.0,repli,3077,5,1500,0.999340,-0.906822,0.05382395,0.40893530,-0.33716028,38,142
10.0,repli,3077,6,1800,0.999270,-0.906787,0.00909394,0.38690663,-0.37611779,43,142
10.0,repli,3077,7,2100,0.999529,-0.906917,0.00625796,0.34805348,-0.33858930,44,142
10.0,repli,3077,8,2400,0.999180,-0.906742,0.13974625,0.47631833,-0.33282776,29,142
10.0,repli,3077,9,2700,0.999439,-0.906872,0.05692639,0.46111691,-0.40726116,36,142
10.0,repli,3077,10,3000,0.999277,-0.906791,0.18522992,0.49480315,-0.34532156,24,142
10.0,repli,3077,11,3300,0.999312,-0.906808,-0.00699757,0.38980692,-0.41157302,43,142
10.0,repli,3077,12,3600,0.999493,-0.906899,0.00742584,0.44684768,-0.42460189,48,142
10.0,repli,3077,13,3900,0.999220,-0.906762,0.19146226,0.48495893,-0.25213318,27,142
10.0,repli,3077,14,4200,0.999395,-0.906850,0.01971663,0.38252949,-0.35471339,42,142
10.0,repli,3077,15,4500,0.999342,-0.906824,0.05483695,0.32411820,-0.28844715,32,142
10.0,repli,3077,16,4800,0.999089,-0.906697,0.08928014,0.40120081,-0.29712905,33,142
10.0,repli,3077,17,5100,0.999435,-0.906870,0.04894948,0.33817405,-0.30934364,33,142
10.0,repli,3077,18,5400,0.999097,-0.906700,0.22849513,0.44558255,-0.35395819,16,142
10.0,repli,3077,19,5700,0.999328,-0.906816,0.00934272,0.39395524,-0.37526980,45,142
10.0,repli,3077,20,6000,0.999259,-0.906782,0.13173327,0.42163052,-0.27530557,29,142
10.0,repli,3077,21,6300,0.999248,-0.906776,0.02739487,0.36689435,-0.38200157,34,142
10.0,repli,3077,22,6600,0.999072,-0.906688,0.14395259,0.40848015,-0.24102947,28,142
10.0,repli,3077,23,6900,0.999392,-0.906848,0.02277165,0.32732819,-0.31255079,38,142
10.0,repli,3077,24,7200,0.999160,-0.906732,0.16466676,0.42417734,-0.30116279,23,142
10.0,repli,3077,25,7500,0.999382,-0.906843,0.07398036,0.47511866,-0.39768776,35,142
10.0,repli,3077,26,7800,0.999424,-0.906864,0.19862170,0.61846579,-0.43593717,27,142
10.0,repli,3077,27,8100,0.999242,-0.906773,0.01774005,0.42971999,-0.38730754,48,142
10.0,repli,3077,28,8400,0.999348,-0.906827,0.05936462,0.43822728,-0.39749918,34,142
10.0,repli,3077,29,8700,0.999057,-0.906680,0.02129581,0.43360096,-0.39469065,44,142
10.0,repli,3078,0,0,0.544847,-0.129966,0.30617553,0.46183580,-0.32521052,11,117
10.0,repli,3078,1,300,0.951142,-0.879035,0.15997708,0.71016005,-0.37963814,49,117
10.0,repli,3078,2,600,0.980910,-0.897085,0.05535043,0.48080422,-0.38372627,42,117
10.0,repli,3078,3,900,0.994369,-0.904296,0.03395633,0.28771796,-0.25115809,37,117
10.0,repli,3078,4,1200,0.998409,-0.906355,-0.00169973,0.34766876,-0.36225490,42,117
10.0,repli,3078,5,1500,0.999474,-0.906889,0.04061001,0.41155261,-0.32764460,46,117
10.0,repli,3078,6,1800,0.999203,-0.906754,0.07955065,0.39734115,-0.27034264,38,117
10.0,repli,3078,7,2100,0.999494,-0.906900,0.02903353,0.34658296,-0.31414411,39,117
10.0,repli,3078,8,2400,0.999279,-0.906792,0.04488841,0.29598562,-0.23157430,38,117
10.0,repli,3078,9,2700,0.999203,-0.906754,0.00261175,0.27659764,-0.26938875,46,117
10.0,repli,3078,10,3000,0.999166,-0.906735,0.03007994,0.29397902,-0.26047789,38,117
10.0,repli,3078,11,3300,0.999295,-0.906800,0.02214447,0.31197578,-0.31070868,36,117
10.0,repli,3078,12,3600,0.999330,-0.906817,0.07389128,0.31452184,-0.22420329,33,117
10.0,repli,3078,13,3900,0.999380,-0.906842,-0.00260425,0.29364958,-0.29387304,48,117
10.0,repli,3078,14,4200,0.999280,-0.906792,0.04563819,0.29843761,-0.25160948,35,117
10.0,repli,3078,15,4500,0.999209,-0.906757,-0.00747487,0.24084467,-0.25082801,50,117
10.0,repli,3078,16,4800,0.999260,-0.906782,-0.00516962,0.34546775,-0.34907206,49,117
10.0,repli,3078,17,5100,0.999586,-0.906946,0.02304535,0.36814158,-0.33310076,42,117
10.0,repli,3078,18,5400,0.999196,-0.906750,0.20403204,0.49869736,-0.24132971,27,117
10.0,repli,3078,19,5700,0.999210,-0.906757,0.00867025,0.26601464,-0.24867413,45,117
10.0,repli,3078,20,6000,0.999233,-0.906769,-0.00561451,0.28379519,-0.29015433,48,117
10.0,repli,3078,21,6300,0.999337,-0.906821,0.00375869,0.32448561,-0.31464412,46,117
10.0,repli,3078,22,6600,0.999274,-0.906789,0.09407817,0.42774611,-0.31927168,33,117
10.0,repli,3078,23,6900,0.999405,-0.906855,0.01028287,0.31599708,-0.29150406,47,117
10.0,repli,3078,24,7200,0.999170,-0.906737,0.01093337,0.27232816,-0.25046141,45,117
10.0,repli,3078,25,7500,0.999363,-0.906834,0.01271179,0.31286435,-0.31166494,39,117
10.0,repli,3078,26,7800,0.999155,-0.906730,0.15744097,0.41565243,-0.23282384,27,117
10.0,repli,3078,27,8100,0.999504,-0.906905,0.11252145,0.35706136,-0.24337145,28,117
10.0,repli,3078,28,8400,0.999157,-0.906731,0.31249045,0.48664492,-0.27556962,13,117
10.0,repli,3078,29,8700,0.999375,-0.906840,0.01765189,0.31052566,-0.30480759,38,117
10.0,repli,3079,0,0,0.494991,0.025736,0.17142759,0.49107694,-0.37639252,24,138
10.0,repli,3079,1,300,0.926575,-0.861702,0.14504242,0.67141033,-0.40569640,41,138
10.0,repli,3079,2,600,0.979109,-0.896077,0.05633295,0.45420768,-0.34154178,45,138
10.0,repli,3079,3,900,0.997108,-0.905697,0.12140826,0.48815457,-0.41233861,28,138
10.0,repli,3079,4,1200,0.998819,-0.906561,0.02093286,0.36628346,-0.31778436,49,138
10.0,repli,3079,5,1500,0.999201,-0.906753,0.01837139,0.29840827,-0.27463123,41,138
10.0,repli,3079,6,1800,0.999171,-0.906738,-0.00569772,0.30200141,-0.32324929,42,138
10.0,repli,3079,7,2100,0.999147,-0.906726,0.01924472,0.32150152,-0.29700660,41,138
10.0,repli,3079,8,2400,0.999323,-0.906814,-0.00017179,0.35547871,-0.35899773,44,138
10.0,repli,3079,9,2700,0.999224,-0.906764,0.05323809,0.35631304,-0.33312676,32,138
10.0,repli,3079,10,3000,0.999368,-0.906837,-0.00001093,0.31864861,-0.32151563,44,138
10.0,repli,3079,11,3300,0.999160,-0.906732,0.01489819,0.41710615,-0.37958429,49,138
10.0,repli,3079,12,3600,0.999457,-0.906881,0.00624397,0.35513272,-0.33566700,50,138
10.0,repli,3079,13,3900,0.999124,-0.906714,0.04481327,0.31847525,-0.22884871,45,138
10.0,repli,3079,14,4200,0.999396,-0.906850,0.02138409,0.31573581,-0.32472178,35,138
10.0,repli,3079,15,4500,0.999334,-0.906820,0.14028879,0.43997125,-0.31265592,27,138
10.0,repli,3079,16,4800,0.999197,-0.906751,0.01199382,0.37230418,-0.35153360,44,138
10.0,repli,3079,17,5100,0.999258,-0.906781,0.01006933,0.36446734,-0.33977599,47,138
10.0,repli,3079,18,5400,0.999180,-0.906742,-0.00077923,0.36286202,-0.35974905,47,138
10.0,repli,3079,19,5700,0.999327,-0.906816,0.01339810,0.27196623,-0.26603807,39,138
10.0,repli,3079,20,6000,0.999097,-0.906701,0.01259709,0.28426425,-0.26149567,44,138
10.0,repli,3079,21,6300,0.999269,-0.906787,-0.00126989,0.28302825,-0.28010733,49,138
10.0,repli,3079,22,6600,0.999166,-0.906735,0.09064347,0.39171670,-0.27241543,34,138
